"Artist","BookName","SourcePath","ProcessedFolder","PDFCount","Status"
"_Broadway Shows","Various Artists - You're A Good Man Charlie Brown [revival] [score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - You're A Good Man Charlie Brown [revival] [score].pdf","ProcessedSongs\_broadway Shows\Various Artists - You're A Good Man Charlie Brown [revival] [score]","38","EXPANDED"
"_Broadway Shows","Wicked Workshop","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Wicked Workshop.pdf","","0","NOT_EXPANDED"
"Steven Sondheim","Steven Sondheim - All Sondheim Volume 2 BOOK","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Steven Sondheim\Books\Steven Sondheim - All Sondheim Volume 2 BOOK.pdf","","0","NOT_EXPANDED"
"Disney","Beauty and the Beast [PVG]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Beauty and the Beast [PVG].pdf","","0","NOT_EXPANDED"
"Disney","Brother Bear (Disney)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Brother Bear (Disney).pdf","","0","NOT_EXPANDED"
"Disney","Disney Collection (Songs out of order)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Disney Collection (Songs out of order).pdf","","0","NOT_EXPANDED"
"Disney","High School Musical - Breaking Free - Piano Sheet Music","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\High School Musical - Breaking Free - Piano Sheet Music.pdf","","0","NOT_EXPANDED"
"Disney","Kasha & Hirschorn - Pete's Dragon","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Kasha & Hirschorn - Pete's Dragon.pdf","","0","NOT_EXPANDED"
"Disney","Mary Poppins","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Mary Poppins.pdf","","0","NOT_EXPANDED"
"Disney","Mulan","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Mulan.pdf","","0","NOT_EXPANDED"
"Disney","Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl].pdf","","0","NOT_EXPANDED"
"Disney","Pirates of the Caribbean [Book 2 - Dead Man's Chest]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates of the Caribbean [Book 2 - Dead Man's Chest].pdf","","0","NOT_EXPANDED"
"Disney","Spirited Away (Disney) (2001)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Spirited Away (Disney) (2001).pdf","","0","NOT_EXPANDED"
"Disney","The New Illustrated Treasury of Disney Songs","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury of Disney Songs.pdf","","0","NOT_EXPANDED"
"Disney","The New Illustrated Treasury of Disney","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury of Disney.pdf","","0","NOT_EXPANDED"
"Disney","Various Artists - Disney Duets","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Duets.pdf","","0","NOT_EXPANDED"
"Disney","Various Artists - Disney Fake Book","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Fake Book.pdf","","0","NOT_EXPANDED"
"Disney","Various Artists - Disney Solos For Violin","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Solos For Violin.pdf","","0","NOT_EXPANDED"
"John Williams","John Williams - Greatest Hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Greatest Hits.pdf","","0","NOT_EXPANDED"
"John Williams","John Williams - Star Wars Episode I - The Phantom Menace","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode I - The Phantom Menace.pdf","","0","NOT_EXPANDED"
"John Williams","John Williams - Star Wars Episode II - Attack Of The Clones (lite)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode II - Attack Of The Clones (lite).pdf","","0","NOT_EXPANDED"
"John Williams","John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab).","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab)..pdf","","0","NOT_EXPANDED"
"John Williams","John Williams - Star Wars Trilogy","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Trilogy.pdf","","0","NOT_EXPANDED"
"John Williams","Star Wars Suite (John Williams - full Score - Hal Leonard)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Star Wars Suite (John Williams - full Score - Hal Leonard).pdf","","0","NOT_EXPANDED"
"John Williams","Various Artists - Music From The Movies The Adventure Collection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Adventure Collection.pdf","","0","NOT_EXPANDED"
"John Williams","Various Artists - Music From The Movies The Animated Collection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Animated Collection.pdf","","0","NOT_EXPANDED"
"Others","Budget Books - Movie Songs","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Budget Books - Movie Songs.pdf","","0","NOT_EXPANDED"
"Others","Randy Newman - Toy Story 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Randy Newman - Toy Story 2.pdf","","0","NOT_EXPANDED"
"Others","The Wizard of Oz Script","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\The Wizard of Oz Script.pdf","","0","NOT_EXPANDED"
"Others","Theme from rocky and otther big hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Theme from rocky and otther big hits.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - 100 of the best movie songs ever","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - 100 of the best movie songs ever.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Book Of Great TV Hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Book Of Great TV Hits.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Box Office Themes Vol. 1","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Box Office Themes Vol. 1.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Complete TV and Film","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Complete TV and Film.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Decades of Film '70s","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '70s.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Decades of Film '80s","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '80s.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Decades of Film '90s","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '90s.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Eddie and  the Cruisers","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Eddie and  the Cruisers.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Film Book","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Book.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Film Music for Solo Piano (2)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music for Solo Piano (2).pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Film Music For Solo Piano","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music For Solo Piano.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Frozen - Let It Go (Movie Version)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Frozen - Let It Go (Movie Version).pdf","","0","NOT_EXPANDED"
"Others","Various Artists - High School Musical 1","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 1.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - High School Musical 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 2.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Little Mermaid","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Little Mermaid.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Love Songs from the Movies","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Love Songs from the Movies.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Movie Fakebook","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Fakebook.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Movie Love Songs [Book]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Love Songs [Book].pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Movie Melodies - The Very Best Of Movie Songs","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Movie Songs Of The 90s Vol 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Songs Of The 90s Vol 2.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Piano Solos Film Music - The Costume Drama Collection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Pirates Of The Caribbean At World's End","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Pirates Of The Caribbean At World's End.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Shrek 1","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 1.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Shrek 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 2.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Shrek 3","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 3.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek (Piano Solo)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek (Piano Solo).pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Complete Star Trek Theme Music","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Star Trek Theme Music.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Complete Theme Music (Piano Solo)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Theme Music (Piano Solo).pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Deep Space Nine","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Deep Space Nine.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Enterprise","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Enterprise.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - First Contact","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - First Contact.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Generations","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Generations.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Insurrection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Insurrection.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Star Trek  The Motion Picture","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek  The Motion Picture.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Star Trek","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - The Final Frontier","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Final Frontier.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - The Next Generation","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Next Generation.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - The Search For Spock","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Search For Spock.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - The Undiscovered Country","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Undiscovered Country.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - The Voyage Home","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Voyage Home.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - The Wrath of Khan","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Wrath of Khan.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Them from Search for Spock","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Them from Search for Spock.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Star Trek - Voyager","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Voyager.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - The Big Book Of Movie Music","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The Big Book Of Movie Music.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - The Simpsons - Simpsons Songbook","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The Simpsons - Simpsons Songbook.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - The TV Fakebook","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The TV Fakebook.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Top Movie Hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Top Movie Hits.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - TV Detective - Themes For Solo Piano","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Detective - Themes For Solo Piano.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - TV Fakebook 2nd Ed","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Fakebook 2nd Ed.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Ultimate TV Showstoppers","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Ultimate TV Showstoppers.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Warner Bros 75th Anniversary","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Warner Bros 75th Anniversary.pdf","","0","NOT_EXPANDED"
"Others","Various Artists - Wizard Of Oz [Book]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Wizard Of Oz [Book].pdf","","0","NOT_EXPANDED"
