BookFolder,NormalizedName,PDFCount,TotalFiles,IsDuplicate,DuplicateCount
output/broadway-shows-various-artists-jesus-christ-superstar,output/broadway-shows-various-artists-jesus-christ-superstar,0,1,No,1
output/broadway-shows-various-artists-legally-blonde-score,output/broadway-shows-various-artists-legally-blonde-score,0,1,No,1
output/broadway-shows-various-artists-les-miserables-full-score,output/broadway-shows-various-artists-les-miserables-full-score,0,1,No,1
output/broadway-shows-various-artists-les-miserables-piano-conductor,output/broadway-shows-various-artists-les-miserables-piano-conductor,0,1,No,1
output/broadway-shows-various-artists-les-miserables-piano-conductor-complete,output/broadway-shows-various-artists-les-miserables-piano-conductor-complete,0,1,No,1
output/broadway-shows-various-artists-lion-king-score,output/broadway-shows-various-artists-lion-king-score,0,1,No,1
output/broadway-shows-various-artists-little-mermaid-workshop-score,output/broadway-shows-various-artists-little-mermaid-workshop-score,0,1,No,1
output/broadway-shows-various-artists-little-shop-of-horrors-broadway,output/broadway-shows-various-artists-little-shop-of-horrors-broadway,0,1,No,1
output/broadway-shows-various-artists-little-shop-of-horrors-original,output/broadway-shows-various-artists-little-shop-of-horrors-original,0,1,No,1
output/broadway-shows-various-artists-mary-poppins,output/broadway-shows-various-artists-mary-poppins,0,1,No,1
output/broadway-shows-various-artists-phantom-of-opera-satb,output/broadway-shows-various-artists-phantom-of-opera-satb,0,1,No,1
output/broadway-shows-various-artists-phantom-of-the-opera,output/broadway-shows-various-artists-phantom-of-the-opera,0,1,No,1
output/broadway-shows-various-artists-phantom-of-the-opera-score,output/broadway-shows-various-artists-phantom-of-the-opera-score,0,1,No,1
output/broadway-shows-various-artists-rent-score,output/broadway-shows-various-artists-rent-score,0,1,No,1
output/broadway-shows-various-artists-rocky-horror-show,output/broadway-shows-various-artists-rocky-horror-show,0,1,No,1
output/broadway-shows-various-artists-rocky-horror-show-revised-full-score,output/broadway-shows-various-artists-rocky-horror-show-revised-full-score,0,1,No,1
output/broadway-shows-various-artists-seussical-piano-conductor,output/broadway-shows-various-artists-seussical-piano-conductor,0,1,No,1
output/broadway-shows-various-artists-seussical-pv-score,output/broadway-shows-various-artists-seussical-pv-score,0,1,No,1
output/broadway-shows-various-artists-seussical-tya,output/broadway-shows-various-artists-seussical-tya,0,1,No,1
output/broadway-shows-various-artists-sound-of-music,output/broadway-shows-various-artists-sound-of-music,0,1,No,1
output/broadway-shows-various-artists-sound-of-music-vocal-selections,output/broadway-shows-various-artists-sound-of-music-vocal-selections,0,1,No,1
output/broadway-shows-various-artists-spamalot,output/broadway-shows-various-artists-spamalot,0,1,No,1
output/broadway-shows-various-artists-sweeney-todd-vocal-score,output/broadway-shows-various-artists-sweeney-todd-vocal-score,0,1,No,1
output/broadway-shows-various-artists-the-hobbit-score,output/broadway-shows-various-artists-the-hobbit-score,0,1,No,1
output/broadway-shows-various-artists-the-ultimate-broadway-fakebook,output/broadway-shows-various-artists-the-ultimate-broadway-fakebook,0,1,No,1
output/broadway-shows-various-artists-wicked-pvg,output/broadway-shows-various-artists-wicked-pvg,0,1,No,1
output/broadway-shows-various-artists-wicked-score,output/broadway-shows-various-artists-wicked-score,0,1,No,1
output/broadway-shows-various-artists-wizard-of-oz-piano-conductor,output/broadway-shows-various-artists-wizard-of-oz-piano-conductor,0,1,No,1
output/broadway-shows-various-artists-wizard-of-oz-rsc-piano-conductor,output/broadway-shows-various-artists-wizard-of-oz-rsc-piano-conductor,0,1,No,1
output/broadway-shows-various-artists-you-re-a-good-man-charlie-brown-revival-score,output/broadway-shows-various-artists-you-re-a-good-man-charlie-brown-revival-score,0,1,No,1
output/broadway-shows-various-artists-you-re-a-good-man-charlie-brown-score,output/broadway-shows-various-artists-you-re-a-good-man-charlie-brown-score,0,1,No,1
output/bruce-springsteen-born-in-the-usa,output/bruce-springsteen-born-in-the-usa,0,1,No,1
output/bruce-springsteen-born-to-run,output/bruce-springsteen-born-to-run,0,1,No,1
output/bruce-springsteen-greatest-hits,output/bruce-springsteen-greatest-hits,0,1,No,1
output/bruce-springsteen-lucky-town,output/bruce-springsteen-lucky-town,0,1,No,1
output/buddy-holly-golden-anniversary-songbook,output/buddy-holly-golden-anniversary-songbook,0,1,No,1
output/burl-ives-song-book,output/burl-ives-song-book,0,1,No,1
output/burt-bacharach-40-golden-songs-of,output/burt-bacharach-40-golden-songs-of,0,1,No,1
output/burt-bacharach-anthology,output/burt-bacharach-anthology,0,1,No,1
output/burt-bacharach-bacharach-collection,output/burt-bacharach-bacharach-collection,0,1,No,1
output/c080b126fdbb7dfa,output/c080b126fdbb7dfa,0,1,No,1
output/c09b331fd69767ca,output/c09b331fd69767ca,0,1,No,1
output/c0d6738d36ae5703,output/c0d6738d36ae5703,0,1,No,1
output/c1bb0fff38111074,output/c1bb0fff38111074,0,1,No,1
output/c22f1234900ddf8f,output/c22f1234900ddf8f,0,1,No,1
output/c237d5e7fba78651,output/c237d5e7fba78651,0,1,No,1
output/c278f19af21fd8ff,output/c278f19af21fd8ff,0,1,No,1
output/c28048f134b090b1,output/c28048f134b090b1,0,1,No,1
output/c2b43b65c242c991,output/c2b43b65c242c991,0,1,No,1
output/c2cb10aa834472a6,output/c2cb10aa834472a6,0,1,No,1
output/c2cf7aaf7c77157f,output/c2cf7aaf7c77157f,0,1,No,1
output/c35d3466a9eedb2d,output/c35d3466a9eedb2d,0,1,No,1
output/c3fb0816d2a1db38,output/c3fb0816d2a1db38,0,1,No,1
output/c4782f0f346e6b7d,output/c4782f0f346e6b7d,0,1,No,1
output/c4babb3ffeab0d16,output/c4babb3ffeab0d16,0,1,No,1
output/c5b62501647cfe57,output/c5b62501647cfe57,0,1,No,1
output/c5ba407eb56e7f5b,output/c5ba407eb56e7f5b,0,1,No,1
output/c76c9443cb7abe86,output/c76c9443cb7abe86,0,1,No,1
output/c7e0904f92369d5e,output/c7e0904f92369d5e,0,1,No,1
output/c7e8b3aaa3231808,output/c7e8b3aaa3231808,0,1,No,1
output/c80600da7b9c76a0,output/c80600da7b9c76a0,0,1,No,1
output/c810224de5a2d7a8,output/c810224de5a2d7a8,0,1,No,1
output/c8b78b71aee66b66,output/c8b78b71aee66b66,0,1,No,1
output/c8c4eadb35f015e0,output/c8c4eadb35f015e0,0,1,No,1
output/ca766c99ab862fd6,output/ca766c99ab862fd6,0,1,No,1
output/ca862ea07ad8d787,output/ca862ea07ad8d787,0,1,No,1
output/ca9d030c35ef6560,output/ca9d030c35ef6560,0,1,No,1
output/carole-king-bradley-s-best-of-the-best-organ,output/carole-king-bradley-s-best-of-the-best-organ,0,1,No,1
output/carole-king-classics,output/carole-king-classics,0,1,No,1
output/carole-king-classics-2,output/carole-king-classics-2,0,1,No,1
output/carole-king-classics-3,output/carole-king-classics-3,0,1,No,1
output/carole-king-keyboard-play-along-vol-22,output/carole-king-keyboard-play-along-vol-22,0,1,No,1
output/carole-king-tapestry,output/carole-king-tapestry,0,1,No,1
output/carole-king-the-new-best-of-carole-king,output/carole-king-the-new-best-of-carole-king,0,1,No,1
output/carole-king-you-re-the-voice,output/carole-king-you-re-the-voice,0,1,No,1
output/carpenters-anthology,output/carpenters-anthology,0,1,No,1
output/carpenters-love-songs,output/carpenters-love-songs,0,1,No,1
output/carpenters-note-for-note,output/carpenters-note-for-note,0,1,No,1
output/cb5e54e90eb9f902,output/cb5e54e90eb9f902,0,1,No,1
output/cb76ed43df605767,output/cb76ed43df605767,0,1,No,1
output/cb834399a778cfa3,output/cb834399a778cfa3,0,1,No,1
output/cb90390edbaeceb2,output/cb90390edbaeceb2,0,1,No,1
output/cbcbc65aab14fa4c,output/cbcbc65aab14fa4c,0,1,No,1
output/cc33b5d57af5a9f7,output/cc33b5d57af5a9f7,0,1,No,1
output/cc542009840f1382,output/cc542009840f1382,0,1,No,1
output/ccfcfa22dede9987,output/ccfcfa22dede9987,0,1,No,1
output/cd9bc982716ee38e,output/cd9bc982716ee38e,0,1,No,1
output/cda4a98a3ffe3c11,output/cda4a98a3ffe3c11,0,1,No,1
output/ce4c4c5cf1c8fa0c,output/ce4c4c5cf1c8fa0c,0,1,No,1
output/ce722c5adffa1406,output/ce722c5adffa1406,0,1,No,1
output/ce9df43dfdc4bc85,output/ce9df43dfdc4bc85,0,1,No,1
output/cf2f4f7ba8a0ce16,output/cf2f4f7ba8a0ce16,0,1,No,1
output/cf65ae1207839863,output/cf65ae1207839863,0,1,No,1
output/cheap-trick-greatest-hits-score,output/cheap-trick-greatest-hits-score,0,1,No,1
output/colbie-caillat-breakthrough-pvg-book,output/colbie-caillat-breakthrough-pvg-book,0,1,No,1
output/cole-porter-the-very-best-of-cole-porter,output/cole-porter-the-very-best-of-cole-porter,0,1,No,1
output/complete-success,output/complete-success,0,1,No,1
output/cream-cream-complete,output/cream-cream-complete,0,1,No,1
output/creedence-clearwater-revival-8-pcs-book,output/creedence-clearwater-revival-8-pcs-book,0,1,No,1
output/creedence-clearwater-revival-best-of,output/creedence-clearwater-revival-best-of,0,1,No,1
output/creedence-clearwater-revival-guitar-anthology,output/creedence-clearwater-revival-guitar-anthology,0,1,No,1
output/creedence-clearwater-revival-guitar-tab-book,output/creedence-clearwater-revival-guitar-tab-book,0,1,No,1
output/creedence-clearwater-revival-ultimate-minus-one,output/creedence-clearwater-revival-ultimate-minus-one,0,1,No,1
output/crosby-stills-and-nash-crosby-stills-nash-young-deja-vu-pvg-book,output/crosby-stills-and-nash-crosby-stills-nash-young-deja-vu-pvg-book,0,1,No,1
output/crowded-house-the-very-best-of-pvg-book,output/crowded-house-the-very-best-of-pvg-book,0,1,No,1
output/crowded-house-together-alone-pvg-book,output/crowded-house-together-alone-pvg-book,0,1,No,1
output/d009f571784798e6,output/d009f571784798e6,0,1,No,1
output/d0ad8a68953d2935,output/d0ad8a68953d2935,0,1,No,1
output/d14a1636875c641c,output/d14a1636875c641c,0,1,No,1
output/d17c6753233523bc,output/d17c6753233523bc,0,1,No,1
output/d1b585f6709c1bce,output/d1b585f6709c1bce,0,1,No,1
output/d2ff39d539f2e889,output/d2ff39d539f2e889,0,1,No,1
output/d308b78682b1a2e6,output/d308b78682b1a2e6,0,1,No,1
output/d31f56b64b5ee7f2,output/d31f56b64b5ee7f2,0,1,No,1
output/d3676d7542d3a639,output/d3676d7542d3a639,0,1,No,1
output/d4578b8c6a0f29a9,output/d4578b8c6a0f29a9,0,1,No,1
output/d45a9e7d1c3fc3fc,output/d45a9e7d1c3fc3fc,0,1,No,1
output/d561c8d34d37b733,output/d561c8d34d37b733,0,1,No,1
output/d5d0ee3a592e30b2,output/d5d0ee3a592e30b2,0,1,No,1
output/d5d5ca80252eaf0f,output/d5d5ca80252eaf0f,0,1,No,1
output/d62c683b5cf87fda,output/d62c683b5cf87fda,0,1,No,1
output/d642618e26321ce7,output/d642618e26321ce7,0,1,No,1
output/d6476067196204a0,output/d6476067196204a0,0,1,No,1
output/d65ab265b1ea8b87,output/d65ab265b1ea8b87,0,1,No,1
output/d66eb14ab6188c20,output/d66eb14ab6188c20,0,1,No,1
output/d6aaba44a75114ac,output/d6aaba44a75114ac,0,1,No,1
output/d73af0e246878f64,output/d73af0e246878f64,0,1,No,1
output/d7988a00c0f09742,output/d7988a00c0f09742,0,1,No,1
output/d7a948a59e12b26e,output/d7a948a59e12b26e,0,1,No,1
output/d7b5324ef6c6aade,output/d7b5324ef6c6aade,0,1,No,1
output/d816d9c17ba8bce0,output/d816d9c17ba8bce0,0,1,No,1
output/d8f6f0ba99943489,output/d8f6f0ba99943489,0,1,No,1
output/d958789d950e5915,output/d958789d950e5915,0,1,No,1
output/d9601ec0a0e26b8d,output/d9601ec0a0e26b8d,0,1,No,1
output/d9bd53be21137c12,output/d9bd53be21137c12,0,1,No,1
output/d9d27279b3f1683c,output/d9d27279b3f1683c,0,1,No,1
output/david-crosby-songbook-lead-sheets,output/david-crosby-songbook-lead-sheets,0,1,No,1
output/db292561362cb1ed,output/db292561362cb1ed,0,1,No,1
output/dbccd1d0652ffc2a,output/dbccd1d0652ffc2a,0,1,No,1
output/dbd63849f7e45ca4,output/dbd63849f7e45ca4,0,1,No,1
output/dcb6758f1bd1b7b8,output/dcb6758f1bd1b7b8,0,1,No,1
output/dcba89a43766fb78,output/dcba89a43766fb78,0,1,No,1
output/dd323f80b0480801,output/dd323f80b0480801,0,1,No,1
output/dd327aa0d08b9344,output/dd327aa0d08b9344,0,1,No,1
output/dddf0ef8fa1a1d79,output/dddf0ef8fa1a1d79,0,1,No,1
output/de53f081d483217f,output/de53f081d483217f,0,1,No,1
output/dfb323f75fd6f4ef,output/dfb323f75fd6f4ef,0,1,No,1
output/dffd65f706fb250a,output/dffd65f706fb250a,0,1,No,1
output/dire-straits-best-of-dire-straits-guitar-tab,output/dire-straits-best-of-dire-straits-guitar-tab,0,1,No,1
output/dire-straits-brothers-in-arms,output/dire-straits-brothers-in-arms,0,1,No,1
output/dire-straits-jam-with-dire-straits-guitar-book,output/dire-straits-jam-with-dire-straits-guitar-book,0,1,No,1
output/dire-straits-money-for-nothing-guitar-book,output/dire-straits-money-for-nothing-guitar-book,0,1,No,1
output/don-henley-actual-miles-greatest-hits,output/don-henley-actual-miles-greatest-hits,0,1,No,1
output/don-henley-the-end-of-the-innocence-pvg-book,output/don-henley-the-end-of-the-innocence-pvg-book,0,1,No,1
output/doobie-brothers-best-of-band-score-jap,output/doobie-brothers-best-of-band-score-jap,0,1,No,1
output/doobie-brothers-songs,output/doobie-brothers-songs,0,1,No,1
output/doors-anthology,output/doors-anthology,0,1,No,1
output/doors-songbook,output/doors-songbook,0,1,No,1
output/dr-john-new-orleans-piano-vol-2,output/dr-john-new-orleans-piano-vol-2,0,1,No,1
output/duran-duran-best-of-score,output/duran-duran-best-of-score,0,1,No,1
output/duran-duran-decade-pvg-book,output/duran-duran-decade-pvg-book,0,1,No,1
output/duran-duran-seven-the-ragged-tiger-jap-band-score,output/duran-duran-seven-the-ragged-tiger-jap-band-score,0,1,No,1
output/e06f51740325bdfa,output/e06f51740325bdfa,0,1,No,1
output/e120087f02d2213f,output/e120087f02d2213f,0,1,No,1
output/e167d01482f41b2b,output/e167d01482f41b2b,0,1,No,1
output/e177db8693454a68,output/e177db8693454a68,0,1,No,1
output/e2db1c83d39f5547,output/e2db1c83d39f5547,0,1,No,1
output/e35a527565c17c87,output/e35a527565c17c87,0,1,No,1
output/e364d7a2988e2413,output/e364d7a2988e2413,0,1,No,1
output/e3767839830d362e,output/e3767839830d362e,0,1,No,1
output/e43127870f32a6ef,output/e43127870f32a6ef,0,1,No,1
output/e45b55ac836ab6cc,output/e45b55ac836ab6cc,0,1,No,1
output/e46e7ad6a8138ed9,output/e46e7ad6a8138ed9,0,1,No,1
output/e4760b01e2a57ebb,output/e4760b01e2a57ebb,0,1,No,1
output/e578c07775b786e1,output/e578c07775b786e1,0,1,No,1
output/e5ae548989836b9b,output/e5ae548989836b9b,0,1,No,1
output/e677dd7fc5248ab9,output/e677dd7fc5248ab9,0,1,No,1
output/e695b245c03c8096,output/e695b245c03c8096,0,1,No,1
output/e6ba206f3c107bd7,output/e6ba206f3c107bd7,0,1,No,1
output/e6d02f7a0067b5d2,output/e6d02f7a0067b5d2,0,1,No,1
output/e789044e4020597c,output/e789044e4020597c,0,1,No,1
output/e839177ca46e8a43,output/e839177ca46e8a43,0,1,No,1
output/e83e36ba14405829,output/e83e36ba14405829,0,1,No,1
output/e8e8758626f07155,output/e8e8758626f07155,0,1,No,1
output/e94323eedb956b19,output/e94323eedb956b19,0,1,No,1
output/ea1cabc46dcc546a,output/ea1cabc46dcc546a,0,1,No,1
output/eagles-greatest-hits,output/eagles-greatest-hits,0,1,No,1
output/eagles-greatest-hits-1971-1975,output/eagles-greatest-hits-1971-1975,0,1,No,1
output/eagles-hotel-california-guitar-songbook,output/eagles-hotel-california-guitar-songbook,0,1,No,1
output/eagles-made-easy-for-guitar,output/eagles-made-easy-for-guitar,0,1,No,1
output/eagles-new-eagles-complete,output/eagles-new-eagles-complete,0,1,No,1
output/eagles-the-best-of-the-eagles-songbook,output/eagles-the-best-of-the-eagles-songbook,0,1,No,1
output/ec1dba4c078bff7b,output/ec1dba4c078bff7b,0,1,No,1
output/ed1995bca1ca8ae0,output/ed1995bca1ca8ae0,0,1,No,1
output/ed3b8ff2390bd546,output/ed3b8ff2390bd546,0,1,No,1
output/ed3da48923768a5a,output/ed3da48923768a5a,0,1,No,1
output/ed9510bed3484512,output/ed9510bed3484512,0,1,No,1
output/edb15d7c82b58b91,output/edb15d7c82b58b91,0,1,No,1
output/edea6a9f4a4847d5,output/edea6a9f4a4847d5,0,1,No,1
output/edeceba7dcafbf17,output/edeceba7dcafbf17,0,1,No,1
output/ee48c2551dfc461d,output/ee48c2551dfc461d,0,1,No,1
output/eef11e4a3ab90609,output/eef11e4a3ab90609,0,1,No,1
output/ef297196796237fb,output/ef297196796237fb,0,1,No,1
output/ef61bb55ed53864e,output/ef61bb55ed53864e,0,1,No,1
output/ef87ba668409148a,output/ef87ba668409148a,0,1,No,1
output/elo-a-new-world-record,output/elo-a-new-world-record,0,1,No,1
output/elo-anthology-pvg,output/elo-anthology-pvg,0,1,No,1
output/elo-discovery-pvg-book,output/elo-discovery-pvg-book,0,1,No,1
output/elo-elton-john-the-elton-john-collection-piano-solos,output/elo-elton-john-the-elton-john-collection-piano-solos,0,1,No,1
output/elo-face-the-music-pvg-bok,output/elo-face-the-music-pvg-bok,0,1,No,1
output/elo-greatest-hits,output/elo-greatest-hits,0,1,No,1
output/elo-out-of-the-blue-book,output/elo-out-of-the-blue-book,0,1,No,1
output/elton-john-a-single-man,output/elton-john-a-single-man,0,1,No,1
output/elton-john-captain-fantastic,output/elton-john-captain-fantastic,0,1,No,1
output/elton-john-goodbye-yellow-brick-road,output/elton-john-goodbye-yellow-brick-road,0,1,No,1
output/elton-john-greatest-hits-1970-2002,output/elton-john-greatest-hits-1970-2002,0,1,No,1
output/elton-john-ice-on-fire,output/elton-john-ice-on-fire,0,1,No,1
output/elton-john-made-in-england,output/elton-john-made-in-england,0,1,No,1
output/elton-john-peachtree-road,output/elton-john-peachtree-road,0,1,No,1
output/elton-john-reg-strikes-back,output/elton-john-reg-strikes-back,0,1,No,1
output/elton-john-sleeping-with-the-past,output/elton-john-sleeping-with-the-past,0,1,No,1
output/elton-john-songs-from-the-west-coast,output/elton-john-songs-from-the-west-coast,0,1,No,1
output/elton-john-the-big-picture,output/elton-john-the-big-picture,0,1,No,1
output/elton-john-the-one,output/elton-john-the-one,0,1,No,1
output/elton-john-the-ultimate-collection-vol-1,output/elton-john-the-ultimate-collection-vol-1,0,1,No,1
output/elton-john-the-ultimate-collection-vol-2,output/elton-john-the-ultimate-collection-vol-2,0,1,No,1
output/elton-john-the-very-best-of,output/elton-john-the-very-best-of,0,1,No,1
output/elton-john-too-low-for-zero-book,output/elton-john-too-low-for-zero-book,0,1,No,1
output/elvis-costello-the-very-best-of,output/elvis-costello-the-very-best-of,0,1,No,1
output/emerson-lake-and-palmer-black-book,output/emerson-lake-and-palmer-black-book,0,1,No,1
output/emerson-lake-and-palmer-greatest-hits,output/emerson-lake-and-palmer-greatest-hits,0,1,No,1
output/emerson-lake-and-palmer-tarkus-book,output/emerson-lake-and-palmer-tarkus-book,0,1,No,1
output/emerson-lake-and-palmer-trilogy-book,output/emerson-lake-and-palmer-trilogy-book,0,1,No,1
output/eric-clapton-derek-and-the-dominos-book,output/eric-clapton-derek-and-the-dominos-book,0,1,No,1
output/eric-clapton-the-best-of-book,output/eric-clapton-the-best-of-book,0,1,No,1
output/eric-clapton-unplugged-book,output/eric-clapton-unplugged-book,0,1,No,1
output/f018a027ae3e19be,output/f018a027ae3e19be,0,1,No,1
output/f025e4aa338a351c,output/f025e4aa338a351c,0,1,No,1
output/f02eff1927d92511,output/f02eff1927d92511,0,1,No,1
output/f038091dafebaf09,output/f038091dafebaf09,0,1,No,1
output/f08c7deb15b503d6,output/f08c7deb15b503d6,0,1,No,1
output/f09393b2f972a1e7,output/f09393b2f972a1e7,0,1,No,1
output/f158514fd9e1799e,output/f158514fd9e1799e,0,1,No,1
output/f1e4196488cd5143,output/f1e4196488cd5143,0,1,No,1
output/f1f411c5e3711c5e,output/f1f411c5e3711c5e,0,1,No,1
output/f29bc052b2011580,output/f29bc052b2011580,0,1,No,1
output/f2ac1ea495f73d2e,output/f2ac1ea495f73d2e,0,1,No,1
output/f2f69e57f3fe86b6,output/f2f69e57f3fe86b6,0,1,No,1
output/f3378270f0172b86,output/f3378270f0172b86,0,1,No,1
output/f35bee10ea617ea1,output/f35bee10ea617ea1,0,1,No,1
output/f3b5e834001b20e0,output/f3b5e834001b20e0,0,1,No,1
output/f3ef72feb6f88467,output/f3ef72feb6f88467,0,1,No,1
output/f3f4df1974a71bf5,output/f3f4df1974a71bf5,0,1,No,1
output/f46b4fdc459eed1c,output/f46b4fdc459eed1c,0,1,No,1
output/f4d91574a53adf5d,output/f4d91574a53adf5d,0,1,No,1
output/f5a5dbd9ae4ddf5a,output/f5a5dbd9ae4ddf5a,0,1,No,1
output/f5c95943075c766c,output/f5c95943075c766c,0,1,No,1
output/f6496784ae995604,output/f6496784ae995604,0,1,No,1
output/f7b4ba513e9265ac,output/f7b4ba513e9265ac,0,1,No,1
output/f7c6fcfd64abe371,output/f7c6fcfd64abe371,0,1,No,1
output/f7d533de7d696935,output/f7d533de7d696935,0,1,No,1
output/f80c23daa850075b,output/f80c23daa850075b,0,1,No,1
output/f83d254c3afd828a,output/f83d254c3afd828a,0,1,No,1
output/f8756b8e9cf2c0b6,output/f8756b8e9cf2c0b6,0,1,No,1
output/f8c116723c96bc25,output/f8c116723c96bc25,0,1,No,1
output/f9842b57e9feb8fe,output/f9842b57e9feb8fe,0,1,No,1
output/f9a0c3819bcbd0a8,output/f9a0c3819bcbd0a8,0,1,No,1
output/f9cb27beb7981460,output/f9cb27beb7981460,0,1,No,1
output/fa199b030558b8b5,output/fa199b030558b8b5,0,1,No,1
output/fa23d76ed8f52787,output/fa23d76ed8f52787,0,1,No,1
output/fa8bb969175d72d7,output/fa8bb969175d72d7,0,1,No,1
output/fb4e7348834213e7,output/fb4e7348834213e7,0,1,No,1
output/fb5607b83adde02b,output/fb5607b83adde02b,0,1,No,1
output/fb9aeec894d5b38c,output/fb9aeec894d5b38c,0,1,No,1
output/fc3b6bb7b542cdfb,output/fc3b6bb7b542cdfb,0,1,No,1
output/fd4d7fda207eeb37,output/fd4d7fda207eeb37,0,1,No,1
output/fe7b83ee2804ce5f,output/fe7b83ee2804ce5f,0,1,No,1
output/fe876c711e7ad22f,output/fe876c711e7ad22f,0,1,No,1
output/fea6b139addc36f3,output/fea6b139addc36f3,0,1,No,1
output/ff4999e239cd4f0a,output/ff4999e239cd4f0a,0,1,No,1
output/ffead673bc4485a4,output/ffead673bc4485a4,0,1,No,1
output/fleetwood-mac-anthology,output/fleetwood-mac-anthology,0,1,No,1
output/fleetwood-mac-deluxe-anthology,output/fleetwood-mac-deluxe-anthology,0,1,No,1
output/fleetwood-mac-fleetwood-mac-heroes-are-hard-to-find,output/fleetwood-mac-fleetwood-mac-heroes-are-hard-to-find,0,1,No,1
output/fleetwood-mac-mirage,output/fleetwood-mac-mirage,0,1,No,1
output/fleetwood-mac-rumours,output/fleetwood-mac-rumours,0,1,No,1
output/fleetwood-mac-tango-in-the-night,output/fleetwood-mac-tango-in-the-night,0,1,No,1
output/fleetwood-mac-the-dance,output/fleetwood-mac-the-dance,0,1,No,1
output/frank-zappa-songbook-vol-1,output/frank-zappa-songbook-vol-1,0,1,No,1
output/frank-zappa-the-frank-zappa-guitar-book-transcriptions-by-steve-vai,output/frank-zappa-the-frank-zappa-guitar-book-transcriptions-by-steve-vai,0,1,No,1
output/fray-how-to-save-a-life-book,output/fray-how-to-save-a-life-book,0,1,No,1
output/garth-brooks-no-fences-guitar-tab,output/garth-brooks-no-fences-guitar-tab,0,1,No,1
output/garth-brooks-the-hits-guitar-tab,output/garth-brooks-the-hits-guitar-tab,0,1,No,1
output/garth-brooks-the-limited-series,output/garth-brooks-the-limited-series,0,1,No,1
output/genesis-a-trick-of-the-tail-book,output/genesis-a-trick-of-the-tail-book,0,1,No,1
output/genesis-anthology,output/genesis-anthology,0,1,No,1
output/genesis-best-of-vol-1,output/genesis-best-of-vol-1,0,1,No,1
output/genesis-invisible-touch-book,output/genesis-invisible-touch-book,0,1,No,1
output/genesis-rock-score,output/genesis-rock-score,0,1,No,1
output/genesis-seconds-out,output/genesis-seconds-out,0,1,No,1
output/genesis-selling-england-by-the-pound,output/genesis-selling-england-by-the-pound,0,1,No,1
output/george-michael-greatest-hits,output/george-michael-greatest-hits,0,1,No,1
output/george-michael-older-book,output/george-michael-older-book,0,1,No,1
output/grand-funk-railroad-born-to-die-pvg-book,output/grand-funk-railroad-born-to-die-pvg-book,0,1,No,1
output/grand-funk-railroad-grand-funk-closer-to-home-pvg-book,output/grand-funk-railroad-grand-funk-closer-to-home-pvg-book,0,1,No,1
output/grand-funk-railroad-grand-funk-we-re-an-american-band-pvg-book,output/grand-funk-railroad-grand-funk-we-re-an-american-band-pvg-book,0,1,No,1
output/grand-funk-railroad-hits-from-we-re-an-american-band-shinin-on-phoenix-pvg,output/grand-funk-railroad-hits-from-we-re-an-american-band-shinin-on-phoenix-pvg,0,1,No,1
output/harry-chapin-the-authentic-guitar-style-of-guitar-tab,output/harry-chapin-the-authentic-guitar-style-of-guitar-tab,0,1,No,1
output/henri-mancini-henry-mancini-a-merry-mancini-christmas,output/henri-mancini-henry-mancini-a-merry-mancini-christmas,0,1,No,1
output/herman-s-hermits-collection,output/herman-s-hermits-collection,0,1,No,1
output/jackson-browne-deluxe-anthology,output/jackson-browne-deluxe-anthology,0,1,No,1
output/james-blunt-all-the-lost-souls-book,output/james-blunt-all-the-lost-souls-book,0,1,No,1
output/james-blunt-back-to-bedlam-book,output/james-blunt-back-to-bedlam-book,0,1,No,1
output/james-taylor-classic-guitar,output/james-taylor-classic-guitar,0,1,No,1
output/james-taylor-classics-guitar-tab,output/james-taylor-classics-guitar-tab,0,1,No,1
output/james-taylor-guitar-songbook,output/james-taylor-guitar-songbook,0,1,No,1
output/james-taylor-james-taylor-pvg-book,output/james-taylor-james-taylor-pvg-book,0,1,No,1
output/james-taylor-james-taylor-songbook,output/james-taylor-james-taylor-songbook,0,1,No,1
output/james-taylor-that-s-why-i-m-here-pvg-book,output/james-taylor-that-s-why-i-m-here-pvg-book,0,1,No,1
output/jim-croce-acoustic-fingerstyle-video-guitar-lessons,output/jim-croce-acoustic-fingerstyle-video-guitar-lessons,0,1,No,1
output/jimmy-buffet-jimmy-buffett-barometer-soup-pvg-book,output/jimmy-buffet-jimmy-buffett-barometer-soup-pvg-book,0,1,No,1
output/jimmy-buffet-jimmy-buffett-fruitcakes-pvg-book,output/jimmy-buffet-jimmy-buffett-fruitcakes-pvg-book,0,1,No,1
output/joe-cocker-best-of,output/joe-cocker-best-of,0,1,No,1
output/joe-cocker-mad-dogs-and-englishmen-book,output/joe-cocker-mad-dogs-and-englishmen-book,0,1,No,1
output/joe-cocker-songbook,output/joe-cocker-songbook,0,1,No,1
output/john-denver-anthology,output/john-denver-anthology,0,1,No,1
output/john-denver-anthology-pvg,output/john-denver-anthology-pvg,0,1,No,1
output/john-denver-best-of-easy-piano,output/john-denver-best-of-easy-piano,0,1,No,1
output/john-denver-i-want-to-live-pvg-book,output/john-denver-i-want-to-live-pvg-book,0,1,No,1
output/john-denver-the-authentic-guitar-style-of,output/john-denver-the-authentic-guitar-style-of,0,1,No,1
output/john-lennon-collection,output/john-lennon-collection,0,1,No,1
output/john-lennon-greatest-hits,output/john-lennon-greatest-hits,0,1,No,1
