BookFolder,NormalizedName,PDFCount,TotalFiles,IsDuplicate,DuplicateCount
output/joni-mitchell-joni-mitchell-songbook-complete-vol1-1966-1970,output/joni-mitchell-joni-mitchell-songbook-complete-vol1-1966-1970,0,1,No,1
output/joni-mitchell-the-best-of-pvg,output/joni-mitchell-the-best-of-pvg,0,1,No,1
output/journey-complete,output/journey-complete,0,1,No,1
output/journey-complete-songbook,output/journey-complete-songbook,0,1,No,1
output/journey-frontiers-jap-band-score,output/journey-frontiers-jap-band-score,0,1,No,1
output/journey-greatest-hits,output/journey-greatest-hits,0,1,No,1
output/journey-greatest-hits-book,output/journey-greatest-hits-book,0,1,No,1
output/journey-superbest-jap-band-score,output/journey-superbest-jap-band-score,0,1,No,1
output/journey-the-guitar-collection,output/journey-the-guitar-collection,0,1,No,1
output/judy-garland-songbook,output/judy-garland-songbook,0,1,No,1
output/katy-perry-one-of-the-boys-pvg-book,output/katy-perry-one-of-the-boys-pvg-book,0,1,No,1
output/kelly-clarkson-breakaway-book,output/kelly-clarkson-breakaway-book,0,1,No,1
output/kenny-rogers-love-or-something-like-it-book,output/kenny-rogers-love-or-something-like-it-book,0,1,No,1
output/kinks-best-of-score,output/kinks-best-of-score,0,1,No,1
output/kinks-best-of-the-kinks-score,output/kinks-best-of-the-kinks-score,0,1,No,1
output/kinks-great-songs-of-kinks,output/kinks-great-songs-of-kinks,0,1,No,1
output/kinks-guitar-legends-guitar,output/kinks-guitar-legends-guitar,0,1,No,1
output/kinks-guitar-legends-tab,output/kinks-guitar-legends-tab,0,1,No,1
output/kinks-jam-with-the-kinks-tab,output/kinks-jam-with-the-kinks-tab,0,1,No,1
output/led-zepplin-led-zeppelin-led-zeppelin-ii,output/led-zepplin-led-zeppelin-led-zeppelin-ii,0,1,No,1
output/led-zepplin-led-zeppelin-over-the-hills-and-far-away-pvg,output/led-zepplin-led-zeppelin-over-the-hills-and-far-away-pvg,0,1,No,1
output/lynyrd-skynyrd-the-new-best-of-guitar-tab,output/lynyrd-skynyrd-the-new-best-of-guitar-tab,0,1,No,1
output/meatloaf-bat-out-of-hell,output/meatloaf-bat-out-of-hell,0,1,No,1
output/melissa-etheridge-songbook,output/melissa-etheridge-songbook,0,1,No,1
output/michael-jackson-great-songs-of-pvg,output/michael-jackson-great-songs-of-pvg,0,1,No,1
output/michael-jackson-number-ones,output/michael-jackson-number-ones,0,1,No,1
output/michael-jackson-number-ones-book,output/michael-jackson-number-ones-book,0,1,No,1
output/michael-jackson-the-great-songs-of,output/michael-jackson-the-great-songs-of,0,1,No,1
output/michael-jackson-thriller-the-complete-song-book,output/michael-jackson-thriller-the-complete-song-book,0,1,No,1
output/monkees-greatest-hits,output/monkees-greatest-hits,0,1,No,1
output/moody-blues-greatest-hits-pvg,output/moody-blues-greatest-hits-pvg,0,1,No,1
output/moody-blues-keys-of-kingdom-band-score,output/moody-blues-keys-of-kingdom-band-score,0,1,No,1
output/movie-and-tv-beauty-and-the-beast-pvg,output/movie-and-tv-beauty-and-the-beast-pvg,0,1,No,1
output/movie-and-tv-brother-bear-disney,output/movie-and-tv-brother-bear-disney,0,1,No,1
output/movie-and-tv-budget-books-movie-songs,output/movie-and-tv-budget-books-movie-songs,0,1,No,1
output/movie-and-tv-disney-collection-songs-out-of-order,output/movie-and-tv-disney-collection-songs-out-of-order,0,1,No,1
output/movie-and-tv-high-school-musical-breaking-free-piano-sheet-music,output/movie-and-tv-high-school-musical-breaking-free-piano-sheet-music,0,1,No,1
output/movie-and-tv-john-williams-greatest-hits,output/movie-and-tv-john-williams-greatest-hits,0,1,No,1
output/movie-and-tv-john-williams-star-wars-episode-i-the-phantom-menace,output/movie-and-tv-john-williams-star-wars-episode-i-the-phantom-menace,0,1,No,1
output/movie-and-tv-john-williams-star-wars-episode-ii-attack-of-the-clones-lite,output/movie-and-tv-john-williams-star-wars-episode-ii-attack-of-the-clones-lite,0,1,No,1
output/movie-and-tv-john-williams-star-wars-episode-iii-revenge-of-the-sith-incomplete-grab,output/movie-and-tv-john-williams-star-wars-episode-iii-revenge-of-the-sith-incomplete-grab,0,1,No,1
output/movie-and-tv-john-williams-star-wars-trilogy,output/movie-and-tv-john-williams-star-wars-trilogy,0,1,No,1
output/movie-and-tv-kasha-hirschorn-pete-s-dragon,output/movie-and-tv-kasha-hirschorn-pete-s-dragon,0,1,No,1
output/movie-and-tv-mary-poppins,output/movie-and-tv-mary-poppins,0,1,No,1
output/movie-and-tv-mulan,output/movie-and-tv-mulan,0,1,No,1
output/movie-and-tv-pirates-of-the-caribbean-book-1-the-curse-of-the-black-pearl,output/movie-and-tv-pirates-of-the-caribbean-book-1-the-curse-of-the-black-pearl,0,1,No,1
output/movie-and-tv-pirates-of-the-caribbean-book-2-dead-man-s-chest,output/movie-and-tv-pirates-of-the-caribbean-book-2-dead-man-s-chest,0,1,No,1
output/movie-and-tv-randy-newman-toy-story-2,output/movie-and-tv-randy-newman-toy-story-2,0,1,No,1
output/movie-and-tv-spirited-away-disney-2001,output/movie-and-tv-spirited-away-disney-2001,0,1,No,1
output/movie-and-tv-star-wars-suite-john-williams-full-score-hal-leonard,output/movie-and-tv-star-wars-suite-john-williams-full-score-hal-leonard,0,1,No,1
output/movie-and-tv-the-new-illustrated-treasury-of-disney,output/movie-and-tv-the-new-illustrated-treasury-of-disney,0,1,No,1
output/movie-and-tv-the-new-illustrated-treasury-of-disney-songs,output/movie-and-tv-the-new-illustrated-treasury-of-disney-songs,0,1,No,1
output/movie-and-tv-the-wizard-of-oz-script,output/movie-and-tv-the-wizard-of-oz-script,0,1,No,1
output/movie-and-tv-theme-from-rocky-and-otther-big-hits,output/movie-and-tv-theme-from-rocky-and-otther-big-hits,0,1,No,1
output/movie-and-tv-various-artists-100-of-the-best-movie-songs-ever,output/movie-and-tv-various-artists-100-of-the-best-movie-songs-ever,0,1,No,1
output/movie-and-tv-various-artists-book-of-great-tv-hits,output/movie-and-tv-various-artists-book-of-great-tv-hits,0,1,No,1
output/movie-and-tv-various-artists-box-office-themes-vol-1,output/movie-and-tv-various-artists-box-office-themes-vol-1,0,1,No,1
output/movie-and-tv-various-artists-decades-of-film-70s,output/movie-and-tv-various-artists-decades-of-film-70s,0,1,No,1
output/movie-and-tv-various-artists-decades-of-film-80s,output/movie-and-tv-various-artists-decades-of-film-80s,0,1,No,1
output/movie-and-tv-various-artists-decades-of-film-90s,output/movie-and-tv-various-artists-decades-of-film-90s,0,1,No,1
output/movie-and-tv-various-artists-disney-duets,output/movie-and-tv-various-artists-disney-duets,0,1,No,1
output/movie-and-tv-various-artists-disney-fake-book,output/movie-and-tv-various-artists-disney-fake-book,0,1,No,1
output/movie-and-tv-various-artists-disney-solos-for-violin,output/movie-and-tv-various-artists-disney-solos-for-violin,0,1,No,1
output/movie-and-tv-various-artists-eddie-and-the-cruisers,output/movie-and-tv-various-artists-eddie-and-the-cruisers,0,1,No,1
output/movie-and-tv-various-artists-film-book,output/movie-and-tv-various-artists-film-book,0,1,No,1
output/movie-and-tv-various-artists-film-music-for-solo-piano,output/movie-and-tv-various-artists-film-music-for-solo-piano,0,1,No,1
output/movie-and-tv-various-artists-film-music-for-solo-piano-2,output/movie-and-tv-various-artists-film-music-for-solo-piano-2,0,1,No,1
output/movie-and-tv-various-artists-frozen-let-it-go-movie-version,output/movie-and-tv-various-artists-frozen-let-it-go-movie-version,0,1,No,1
output/movie-and-tv-various-artists-high-school-musical-1,output/movie-and-tv-various-artists-high-school-musical-1,0,1,No,1
output/movie-and-tv-various-artists-high-school-musical-2,output/movie-and-tv-various-artists-high-school-musical-2,0,1,No,1
output/movie-and-tv-various-artists-little-mermaid,output/movie-and-tv-various-artists-little-mermaid,0,1,No,1
output/movie-and-tv-various-artists-love-songs-from-the-movies,output/movie-and-tv-various-artists-love-songs-from-the-movies,0,1,No,1
output/movie-and-tv-various-artists-movie-fakebook,output/movie-and-tv-various-artists-movie-fakebook,0,1,No,1
output/movie-and-tv-various-artists-movie-love-songs-book,output/movie-and-tv-various-artists-movie-love-songs-book,0,1,No,1
output/movie-and-tv-various-artists-movie-melodies-the-very-best-of-movie-songs,output/movie-and-tv-various-artists-movie-melodies-the-very-best-of-movie-songs,0,1,No,1
output/movie-and-tv-various-artists-movie-songs-of-the-90s-vol-2,output/movie-and-tv-various-artists-movie-songs-of-the-90s-vol-2,0,1,No,1
output/movie-and-tv-various-artists-music-from-the-movies-the-adventure-collection,output/movie-and-tv-various-artists-music-from-the-movies-the-adventure-collection,0,1,No,1
output/movie-and-tv-various-artists-music-from-the-movies-the-animated-collection,output/movie-and-tv-various-artists-music-from-the-movies-the-animated-collection,0,1,No,1
output/movie-and-tv-various-artists-piano-solos-film-music-the-costume-drama-collection,output/movie-and-tv-various-artists-piano-solos-film-music-the-costume-drama-collection,0,1,No,1
output/movie-and-tv-various-artists-pirates-of-the-caribbean-at-world-s-end,output/movie-and-tv-various-artists-pirates-of-the-caribbean-at-world-s-end,0,1,No,1
output/movie-and-tv-various-artists-shrek-1,output/movie-and-tv-various-artists-shrek-1,0,1,No,1
output/movie-and-tv-various-artists-shrek-2,output/movie-and-tv-various-artists-shrek-2,0,1,No,1
output/movie-and-tv-various-artists-shrek-3,output/movie-and-tv-various-artists-shrek-3,0,1,No,1
output/movie-and-tv-various-artists-star-trek-complete-star-trek-theme-music,output/movie-and-tv-various-artists-star-trek-complete-star-trek-theme-music,0,1,No,1
output/movie-and-tv-various-artists-star-trek-complete-theme-music-piano-solo,output/movie-and-tv-various-artists-star-trek-complete-theme-music-piano-solo,0,1,No,1
output/movie-and-tv-various-artists-star-trek-deep-space-nine,output/movie-and-tv-various-artists-star-trek-deep-space-nine,0,1,No,1
output/movie-and-tv-various-artists-star-trek-enterprise,output/movie-and-tv-various-artists-star-trek-enterprise,0,1,No,1
output/movie-and-tv-various-artists-star-trek-first-contact,output/movie-and-tv-various-artists-star-trek-first-contact,0,1,No,1
output/movie-and-tv-various-artists-star-trek-generations,output/movie-and-tv-various-artists-star-trek-generations,0,1,No,1
output/movie-and-tv-various-artists-star-trek-insurrection,output/movie-and-tv-various-artists-star-trek-insurrection,0,1,No,1
output/movie-and-tv-various-artists-star-trek-piano-solo,output/movie-and-tv-various-artists-star-trek-piano-solo,0,1,No,1
output/movie-and-tv-various-artists-star-trek-star-trek,output/movie-and-tv-various-artists-star-trek-star-trek,0,1,No,1
output/movie-and-tv-various-artists-star-trek-star-trek-the-motion-picture,output/movie-and-tv-various-artists-star-trek-star-trek-the-motion-picture,0,1,No,1
output/movie-and-tv-various-artists-star-trek-the-final-frontier,output/movie-and-tv-various-artists-star-trek-the-final-frontier,0,1,No,1
output/movie-and-tv-various-artists-star-trek-the-next-generation,output/movie-and-tv-various-artists-star-trek-the-next-generation,0,1,No,1
output/movie-and-tv-various-artists-star-trek-the-search-for-spock,output/movie-and-tv-various-artists-star-trek-the-search-for-spock,0,1,No,1
output/movie-and-tv-various-artists-star-trek-the-undiscovered-country,output/movie-and-tv-various-artists-star-trek-the-undiscovered-country,0,1,No,1
output/movie-and-tv-various-artists-star-trek-the-voyage-home,output/movie-and-tv-various-artists-star-trek-the-voyage-home,0,1,No,1
output/movie-and-tv-various-artists-star-trek-the-wrath-of-khan,output/movie-and-tv-various-artists-star-trek-the-wrath-of-khan,0,1,No,1
output/movie-and-tv-various-artists-star-trek-them-from-search-for-spock,output/movie-and-tv-various-artists-star-trek-them-from-search-for-spock,0,1,No,1
output/movie-and-tv-various-artists-star-trek-voyager,output/movie-and-tv-various-artists-star-trek-voyager,0,1,No,1
output/movie-and-tv-various-artists-the-big-book-of-movie-music,output/movie-and-tv-various-artists-the-big-book-of-movie-music,0,1,No,1
output/movie-and-tv-various-artists-the-simpsons-simpsons-songbook,output/movie-and-tv-various-artists-the-simpsons-simpsons-songbook,0,1,No,1
output/movie-and-tv-various-artists-the-tv-fakebook,output/movie-and-tv-various-artists-the-tv-fakebook,0,1,No,1
output/movie-and-tv-various-artists-top-movie-hits,output/movie-and-tv-various-artists-top-movie-hits,0,1,No,1
output/movie-and-tv-various-artists-tv-detective-themes-for-solo-piano,output/movie-and-tv-various-artists-tv-detective-themes-for-solo-piano,0,1,No,1
output/movie-and-tv-various-artists-tv-fakebook-2nd-ed,output/movie-and-tv-various-artists-tv-fakebook-2nd-ed,0,1,No,1
output/movie-and-tv-various-artists-ultimate-tv-showstoppers,output/movie-and-tv-various-artists-ultimate-tv-showstoppers,0,1,No,1
output/movie-and-tv-various-artists-warner-bros-75th-anniversary,output/movie-and-tv-various-artists-warner-bros-75th-anniversary,0,1,No,1
output/movie-and-tv-various-artists-wizard-of-oz-book,output/movie-and-tv-various-artists-wizard-of-oz-book,0,1,No,1
output/neil-diamond-the-essential-neil-diamond,output/neil-diamond-the-essential-neil-diamond,0,1,No,1
output/neil-young-after-the-goldrush-pvg-book,output/neil-young-after-the-goldrush-pvg-book,0,1,No,1
output/neil-young-decade,output/neil-young-decade,0,1,No,1
output/neil-young-decade-pvg-book,output/neil-young-decade-pvg-book,0,1,No,1
output/neil-young-greatest-hits-guitar-tab,output/neil-young-greatest-hits-guitar-tab,0,1,No,1
output/neil-young-harvest-moon-guitar-tab,output/neil-young-harvest-moon-guitar-tab,0,1,No,1
output/neil-young-harvest-score,output/neil-young-harvest-score,0,1,No,1
output/neil-young-the-best-of-neil-young-pvg-book,output/neil-young-the-best-of-neil-young-pvg-book,0,1,No,1
output/night-ranger---seven-wishes--jap-score-,output/night-ranger---seven-wishes--jap-score-,0,1,No,1
output/night-ranger-seven-wishes-fix-test,output/night-ranger-seven-wishes-fix-test,0,1,No,1
output/night-ranger-seven-wishes-jap-score,output/night-ranger-seven-wishes-jap-score,0,1,No,1
output/paul-mccartney-all-the-best,output/paul-mccartney-all-the-best,0,1,No,1
output/paul-mccartney-chaos-and-creation-in-the-backyard-pvg-book,output/paul-mccartney-chaos-and-creation-in-the-backyard-pvg-book,0,1,No,1
output/paul-mccartney-flowers-in-the-dirt,output/paul-mccartney-flowers-in-the-dirt,0,1,No,1
output/paul-mccartney-press-to-play,output/paul-mccartney-press-to-play,0,1,No,1
output/paul-mccartney-ram,output/paul-mccartney-ram,0,1,No,1
output/paul-mccartney-tripping-the-live-fantastic-pvg-book,output/paul-mccartney-tripping-the-live-fantastic-pvg-book,0,1,No,1
output/paul-mccartney-tug-of-war-pvg-book,output/paul-mccartney-tug-of-war-pvg-book,0,1,No,1
output/paul-simon-anthology,output/paul-simon-anthology,0,1,No,1
output/paul-simon-simon-garfunkel-s-greatest-hits,output/paul-simon-simon-garfunkel-s-greatest-hits,0,1,No,1
output/peter-frampton-the-best-of-guitar-tab,output/peter-frampton-the-best-of-guitar-tab,0,1,No,1
output/pink-floyd-anthology-book,output/pink-floyd-anthology-book,0,1,No,1
output/pink-floyd-anthology-p110-175,output/pink-floyd-anthology-p110-175,0,1,No,1
output/pink-floyd-anthology-p58-109,output/pink-floyd-anthology-p58-109,0,1,No,1
output/pink-floyd-anthology-pvg,output/pink-floyd-anthology-pvg,0,1,No,1
output/pink-floyd-dark-side-of-the-moon,output/pink-floyd-dark-side-of-the-moon,0,1,No,1
output/pink-floyd-dark-side-of-the-moon-2,output/pink-floyd-dark-side-of-the-moon-2,0,1,No,1
output/pink-floyd-dark-side-of-the-moon-pvg,output/pink-floyd-dark-side-of-the-moon-pvg,0,1,No,1
output/pink-floyd-pink-floyd-songbook,output/pink-floyd-pink-floyd-songbook,0,1,No,1
output/pink-floyd-the-wall-pvg,output/pink-floyd-the-wall-pvg,0,1,No,1
output/pink-floyd-wish-you-were-here,output/pink-floyd-wish-you-were-here,0,1,No,1
output/pink-floyd-wish-you-were-here-pvg,output/pink-floyd-wish-you-were-here-pvg,0,1,No,1
output/pink-funhouse-pvg,output/pink-funhouse-pvg,0,1,No,1
output/pink-i-m-not-dead-pvg-book,output/pink-i-m-not-dead-pvg-book,0,1,No,1
output/pink-missundaztood-pvg-book,output/pink-missundaztood-pvg-book,0,1,No,1
output/police-the-great-songs-of-the-police,output/police-the-great-songs-of-the-police,0,1,No,1
output/pretenders-best-of-pretenders,output/pretenders-best-of-pretenders,0,1,No,1
output/prince-purple-rain-score,output/prince-purple-rain-score,0,1,No,1
output/queen-deluxe-anthology-pvg,output/queen-deluxe-anthology-pvg,0,1,No,1
output/queen-greatest-hits,output/queen-greatest-hits,0,1,No,1
output/queen-greatest-hits-1-score,output/queen-greatest-hits-1-score,0,1,No,1
output/queen-greatest-hits-ii-pvg,output/queen-greatest-hits-ii-pvg,0,1,No,1
output/queen-hit-songs,output/queen-hit-songs,0,1,No,1
output/randy-newman-collection,output/randy-newman-collection,0,1,No,1
output/reo-speedwagon-good-trouble,output/reo-speedwagon-good-trouble,0,1,No,1
output/reo-speedwagon-hi-infidelity,output/reo-speedwagon-hi-infidelity,0,1,No,1
output/reo-speedwagon-the-hits,output/reo-speedwagon-the-hits,0,1,No,1
output/rod-stewart-the-great-american-songbook,output/rod-stewart-the-great-american-songbook,0,1,No,1
output/rolling-stones-best-of-rolling-stones-1963-1973-piano-songbook,output/rolling-stones-best-of-rolling-stones-1963-1973-piano-songbook,0,1,No,1
output/rolling-stones-let-it-bleed-guitar-tab,output/rolling-stones-let-it-bleed-guitar-tab,0,1,No,1
output/rolling-stones-sticky-fingers-score,output/rolling-stones-sticky-fingers-score,0,1,No,1
output/roy-orbison-greatest-hits,output/roy-orbison-greatest-hits,0,1,No,1
output/santana-off-the-record,output/santana-off-the-record,0,1,No,1
output/scott-joplin-the-best-of,output/scott-joplin-the-best-of,0,1,No,1
output/shania-twain-greatest-hits,output/shania-twain-greatest-hits,0,1,No,1
output/shania-twain-up-pvg-book,output/shania-twain-up-pvg-book,0,1,No,1
output/sheryl-crow-tuesday-night-music-club-pvg-book,output/sheryl-crow-tuesday-night-music-club-pvg-book,0,1,No,1
output/sheryl-crow-very-best,output/sheryl-crow-very-best,0,1,No,1
output/spice-girls-greatest-hits,output/spice-girls-greatest-hits,0,1,No,1
output/steely-dan-the-best,output/steely-dan-the-best,0,1,No,1
output/steve-miller-band-13-biggest-hits,output/steve-miller-band-13-biggest-hits,0,1,No,1
output/steve-miller-band-rock-best-hits-jap-score,output/steve-miller-band-rock-best-hits-jap-score,0,1,No,1
output/steve-winwood-arc-of-a-diver-pvg-book,output/steve-winwood-arc-of-a-diver-pvg-book,0,1,No,1
output/steve-winwood-the-great-songs-of,output/steve-winwood-the-great-songs-of,0,1,No,1
output/supertramp-anthology,output/supertramp-anthology,0,1,No,1
output/supertramp-breakfast-in-america-pvg-book,output/supertramp-breakfast-in-america-pvg-book,0,1,No,1
output/supertramp-crime-of-the-century-book,output/supertramp-crime-of-the-century-book,0,1,No,1
output/survivor-greatest-hits,output/survivor-greatest-hits,0,1,No,1
output/taylor-swift-best-of-easy-piano,output/taylor-swift-best-of-easy-piano,0,1,No,1
output/taylor-swift-fearless-pvg-book,output/taylor-swift-fearless-pvg-book,0,1,No,1
output/taylor-swift-speak-now-pvg-book,output/taylor-swift-speak-now-pvg-book,0,1,No,1
output/taylor-swift-taylor-swift,output/taylor-swift-taylor-swift,0,1,No,1
output/taylor-swift-taylor-swift-guitar-compilation,output/taylor-swift-taylor-swift-guitar-compilation,0,1,No,1
output/the-band-band-northern-lights-southern-cross-pvg,output/the-band-band-northern-lights-southern-cross-pvg,0,1,No,1
