BookName,CurrentArtist,CorrectArtist,CurrentPath,TargetPath,NeedsArtistRename,NeedsFolderRestructure
Various Artists - Even More Songs Of The Eighties _PVG_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Even More Songs Of The Eighties _PVG_.pdf,SheetMusic\Various Artists\Various Artists - Even More Songs Of The Eighties _PVG_.pdf,False,True
Various Artists - Golden Era Of Rock And Roll _grab it_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Golden Era Of Rock And Roll _grab it_.pdf,SheetMusic\Various Artists\Various Artists - Golden Era Of Rock And Roll _grab it_.pdf,False,True
Various Artists - Great Bands Of The 60s _PVG Book_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Great Bands Of The 60s _PVG Book_.pdf,SheetMusic\Various Artists\Various Artists - Great Bands Of The 60s _PVG Book_.pdf,False,True
Various Artists - Great Bands Of The 70s _PVG Book_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Great Bands Of The 70s _PVG Book_.pdf,SheetMusic\Various Artists\Various Artists - Great Bands Of The 70s _PVG Book_.pdf,False,True
Various Artists - Great Big Book Of Childrens Songs,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Great Big Book Of Childrens Songs.pdf,SheetMusic\Various Artists\Various Artists - Great Big Book Of Childrens Songs.pdf,False,True
Various Artists - Great Country Collection,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Great Country Collection.pdf,SheetMusic\Various Artists\Various Artists - Great Country Collection.pdf,False,True
Various Artists - Great Songs Of The 70s _Guitar Tab_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Great Songs Of The 70s _Guitar Tab_.pdf,SheetMusic\Various Artists\Various Artists - Great Songs Of The 70s _Guitar Tab_.pdf,False,True
Various Artists - Greatest Hits Of 2004-2005,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Greatest Hits Of 2004-2005.pdf,SheetMusic\Various Artists\Various Artists - Greatest Hits Of 2004-2005.pdf,False,True
Various Artists - Greatest Love Songs Of 80s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of 80s.pdf,SheetMusic\Various Artists\Various Artists - Greatest Love Songs Of 80s.pdf,False,True
Various Artists - Greatest Love Songs Of The 60s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of The 60s.pdf,SheetMusic\Various Artists\Various Artists - Greatest Love Songs Of The 60s.pdf,False,True
Various Artists - Greatest Love Songs Of The 70s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of The 70s.pdf,SheetMusic\Various Artists\Various Artists - Greatest Love Songs Of The 70s.pdf,False,True
Various Artists - Greatest Love Songs Of The 80s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of The 80s.pdf,SheetMusic\Various Artists\Various Artists - Greatest Love Songs Of The 80s.pdf,False,True
Various Artists - Heavy Metal Vol III,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Heavy Metal Vol III.pdf,SheetMusic\Various Artists\Various Artists - Heavy Metal Vol III.pdf,False,True
Various Artists - Heavy Rock Hits Of The 80s _PVG_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Heavy Rock Hits Of The 80s _PVG_.pdf,SheetMusic\Various Artists\Various Artists - Heavy Rock Hits Of The 80s _PVG_.pdf,False,True
Various Artists - History Of Rock - Late 80s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - History Of Rock - Late 80s.pdf,SheetMusic\Various Artists\Various Artists - History Of Rock - Late 80s.pdf,False,True
Various Artists - More Songs Of The Eighties _PVG_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - More Songs Of The Eighties _PVG_.pdf,SheetMusic\Various Artists\Various Artists - More Songs Of The Eighties _PVG_.pdf,False,True
Various Artists - Music For The Millenium - The Seventies,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Music For The Millenium - The Seventies.pdf,SheetMusic\Various Artists\Various Artists - Music For The Millenium - The Seventies.pdf,False,True
Various Artists - Music For The Millennium The Seventies,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Music For The Millennium The Seventies.pdf,SheetMusic\Various Artists\Various Artists - Music For The Millennium The Seventies.pdf,False,True
Various Artists - Oldies But Goodies,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Oldies But Goodies.pdf,SheetMusic\Various Artists\Various Artists - Oldies But Goodies.pdf,False,True
Various Artists - Popular Piano Solos,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Popular Piano Solos.pdf,SheetMusic\Various Artists\Various Artists - Popular Piano Solos.pdf,False,True
Various Artists - Songs Of The 60s _PVG_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Songs Of The 60s _PVG_.pdf,SheetMusic\Various Artists\Various Artists - Songs Of The 60s _PVG_.pdf,False,True
Various Artists - The 1980s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - The 1980s.pdf,SheetMusic\Various Artists\Various Artists - The 1980s.pdf,False,True
Various Artists - The 60s And 70s Rock Score,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - The 60s And 70s Rock Score.pdf,SheetMusic\Various Artists\Various Artists - The 60s And 70s Rock Score.pdf,False,True
Various Artists - The Best Childrens Songs Ever _Easy Piano_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - The Best Childrens Songs Ever _Easy Piano_.pdf,SheetMusic\Various Artists\Various Artists - The Best Childrens Songs Ever _Easy Piano_.pdf,False,True
Various Artists - The Decade Series - The 1980s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - The Decade Series - The 1980s.pdf,SheetMusic\Various Artists\Various Artists - The Decade Series - The 1980s.pdf,False,True
Various Artists - The Greatest Love Songs Of The 80s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - The Greatest Love Songs Of The 80s.pdf,SheetMusic\Various Artists\Various Artists - The Greatest Love Songs Of The 80s.pdf,False,True
Various Artists - Ultimate 100 Pop Hits Of The 90s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf,SheetMusic\Various Artists\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf,False,True
Various Artists - Ultimate 80s Songs,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Ultimate 80s Songs.pdf,SheetMusic\Various Artists\Various Artists - Ultimate 80s Songs.pdf,False,True
Various Artists - Ultimate Pop Sheet Music Collection 2000,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf,SheetMusic\Various Artists\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf,False,True
Vince Guaraldi - Peanuts Songbook,Vince Guaraldi,Vince Guaraldi,SheetMusic\Vince Guaraldi\Books\Vince Guaraldi - Peanuts Songbook.pdf,SheetMusic\Vince Guaraldi\Vince Guaraldi - Peanuts Songbook.pdf,False,True
Vince Guaraldi - The Vince Guaraldi Collection,Vince Guaraldi,Vince Guaraldi,SheetMusic\Vince Guaraldi\Books\Vince Guaraldi - The Vince Guaraldi Collection.pdf,SheetMusic\Vince Guaraldi\Vince Guaraldi - The Vince Guaraldi Collection.pdf,False,True
Whitney Houston - The Best Of,Whitney Houston,Whitney Houston,SheetMusic\Whitney Houston\Books\Whitney Houston - The Best Of.pdf,SheetMusic\Whitney Houston\Whitney Houston - The Best Of.pdf,False,True
Who - Quadrophenia _PVG_,Who,Who,SheetMusic\Who\Books\Who - Quadrophenia _PVG_.pdf,SheetMusic\Who\Who - Quadrophenia _PVG_.pdf,False,True
Who - Who Anthology,Who,Who,SheetMusic\Who\Books\Who - Who Anthology.pdf,SheetMusic\Who\Who - Who Anthology.pdf,False,True
Wings - Greatest Hits,Wings,Wings,SheetMusic\Wings\Books\Wings - Greatest Hits.pdf,SheetMusic\Wings\Wings - Greatest Hits.pdf,False,True
Wings - London Town _PVG Book_,Wings,Wings,SheetMusic\Wings\Books\Wings - London Town _PVG Book_.pdf,SheetMusic\Wings\Wings - London Town _PVG Book_.pdf,False,True
Wings - Over America _PVG_,Wings,Wings,SheetMusic\Wings\Books\Wings - Over America _PVG_.pdf,SheetMusic\Wings\Wings - Over America _PVG_.pdf,False,True
Yes - Complete Deluxe Edition,Yes,Yes,SheetMusic\Yes\Books\Yes - Complete Deluxe Edition.pdf,SheetMusic\Yes\Yes - Complete Deluxe Edition.pdf,False,True
Greatest Hits,ZZ Top,Zz Top,SheetMusic\ZZ Top\Books\Greatest Hits.pdf,SheetMusic\Zz Top\Greatest Hits.pdf,True,True
A Treasury Of Gilbert And Sullivan Part 1,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\A Treasury Of Gilbert And Sullivan Part 1.pdf,SheetMusic\_broadway Shows\A Treasury Of Gilbert And Sullivan Part 1.pdf,True,True
A Treasury Of Gilbert And Sullivan Part 2,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\A Treasury Of Gilbert And Sullivan Part 2.pdf,SheetMusic\_broadway Shows\A Treasury Of Gilbert And Sullivan Part 2.pdf,True,True
Lambert And Morrison - The Drowsy Chaperone _Version 1_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Lambert And Morrison - The Drowsy Chaperone _Version 1_.pdf,SheetMusic\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone _Version 1_.pdf,True,True
Lambert And Morrison - The Drowsy Chaperone _Version 2_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Lambert And Morrison - The Drowsy Chaperone _Version 2_.pdf,SheetMusic\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone _Version 2_.pdf,True,True
Lerner And Loewe - Camelot,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Lerner And Loewe - Camelot.pdf,SheetMusic\_broadway Shows\Lerner And Loewe - Camelot.pdf,True,True
Mamma Mia,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Mamma Mia.pdf,SheetMusic\_broadway Shows\Mamma Mia.pdf,True,True
Rogers And Hammerstein - South Pacific,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Rogers And Hammerstein - South Pacific.pdf,SheetMusic\_broadway Shows\Rogers And Hammerstein - South Pacific.pdf,True,True
The Wedding Singer,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\The Wedding Singer.pdf,SheetMusic\_broadway Shows\The Wedding Singer.pdf,True,True
Various Artists - 25th Annual Putnam County Spelling Bee,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - 25th Annual Putnam County Spelling Bee.pdf,SheetMusic\_broadway Shows\Various Artists - 25th Annual Putnam County Spelling Bee.pdf,True,True
Various Artists - Aida,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Aida.pdf,SheetMusic\_broadway Shows\Various Artists - Aida.pdf,True,True
Various Artists - Aladdin Jr,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin Jr.pdf,SheetMusic\_broadway Shows\Various Artists - Aladdin Jr.pdf,True,True
Various Artists - Aladdin _book_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin _book_.pdf,SheetMusic\_broadway Shows\Various Artists - Aladdin _book_.pdf,True,True
Various Artists - Annie - Full Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Annie - Full Score.pdf,SheetMusic\_broadway Shows\Various Artists - Annie - Full Score.pdf,True,True
Various Artists - Avenue Q - Full Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Avenue Q - Full Score.pdf,SheetMusic\_broadway Shows\Various Artists - Avenue Q - Full Score.pdf,True,True
Various Artists - Avenue X - Vocal Chorus Book,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Avenue X - Vocal Chorus Book.pdf,SheetMusic\_broadway Shows\Various Artists - Avenue X - Vocal Chorus Book.pdf,True,True
Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Beauty And The Beast _1994 MTI PC Score complete_.pdf,SheetMusic\_broadway Shows\Various Artists - Beauty And The Beast _1994 MTI PC Score complete_.pdf,True,True
Various Artists - Beauty And The Beast _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Beauty And The Beast _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Beauty And The Beast _Score_.pdf,True,True
Various Artists - Best In Broadway Deluxe Edition,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Best In Broadway Deluxe Edition.pdf,SheetMusic\_broadway Shows\Various Artists - Best In Broadway Deluxe Edition.pdf,True,True
Various Artists - Cabaret _1998 version_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret _1998 version_.pdf,SheetMusic\_broadway Shows\Various Artists - Cabaret _1998 version_.pdf,True,True
Various Artists - Cabaret _Original_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret _Original_.pdf,SheetMusic\_broadway Shows\Various Artists - Cabaret _Original_.pdf,True,True
Various Artists - Cats - Conductor Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Cats - Conductor Score.pdf,SheetMusic\_broadway Shows\Various Artists - Cats - Conductor Score.pdf,True,True
Various Artists - Chicago _1975_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Chicago _1975_.pdf,SheetMusic\_broadway Shows\Various Artists - Chicago _1975_.pdf,True,True
Various Artists - Dear Evan Hansen _PVG_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Dear Evan Hansen _PVG_.pdf,SheetMusic\_broadway Shows\Various Artists - Dear Evan Hansen _PVG_.pdf,True,True
Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_.pdf,SheetMusic\_broadway Shows\Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_.pdf,True,True
Various Artists - Evita _Conductor Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Evita _Conductor Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Evita _Conductor Score_.pdf,True,True
Various Artists - Evita _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Evita _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Evita _Score_.pdf,True,True
Various Artists - Footloose _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Footloose _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Footloose _Score_.pdf,True,True
Various Artists - Grease _1994 Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Grease _1994 Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Grease _1994 Score_.pdf,True,True
Various Artists - Grease _2003 Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Grease _2003 Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Grease _2003 Score_.pdf,True,True
Various Artists - Hair _rev 1995_ - Piano Conductor Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Hair _rev 1995_ - Piano Conductor Score.pdf,SheetMusic\_broadway Shows\Various Artists - Hair _rev 1995_ - Piano Conductor Score.pdf,True,True
Various Artists - High School Musical _score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical _score_.pdf,SheetMusic\_broadway Shows\Various Artists - High School Musical _score_.pdf,True,True
Various Artists - Jesus Christ Superstar,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Jesus Christ Superstar.pdf,SheetMusic\_broadway Shows\Various Artists - Jesus Christ Superstar.pdf,True,True
Various Artists - Legally Blonde - score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Legally Blonde - score.pdf,SheetMusic\_broadway Shows\Various Artists - Legally Blonde - score.pdf,True,True
Various Artists - Les Miserables - Full Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Full Score.pdf,SheetMusic\_broadway Shows\Various Artists - Les Miserables - Full Score.pdf,True,True
Various Artists - Les Miserables - Piano-conductor _complete_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-conductor _complete_.pdf,SheetMusic\_broadway Shows\Various Artists - Les Miserables - Piano-conductor _complete_.pdf,True,True
Various Artists - Les Miserables - Piano-Conductor,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor.pdf,SheetMusic\_broadway Shows\Various Artists - Les Miserables - Piano-Conductor.pdf,True,True
Various Artists - Lion King _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Lion King _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Lion King _Score_.pdf,True,True
Various Artists - Little Mermaid Workshop score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Little Mermaid Workshop score.PDF,SheetMusic\_broadway Shows\Various Artists - Little Mermaid Workshop score.pdf,True,True
Various Artists - Little Shop Of Horrors Script,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors Script.pdf,SheetMusic\_broadway Shows\Various Artists - Little Shop Of Horrors Script.pdf,True,True
Various Artists - Little Shop Of Horrors _Broadway_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors _Broadway_.pdf,SheetMusic\_broadway Shows\Various Artists - Little Shop Of Horrors _Broadway_.pdf,True,True
Various Artists - Little Shop Of Horrors _original_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors _original_.pdf,SheetMusic\_broadway Shows\Various Artists - Little Shop Of Horrors _original_.pdf,True,True
Various Artists - Mary Poppins,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Mary Poppins.pdf,SheetMusic\_broadway Shows\Various Artists - Mary Poppins.pdf,True,True
Various Artists - Phantom Of Opera _SATB_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Phantom Of Opera _SATB_.pdf,SheetMusic\_broadway Shows\Various Artists - Phantom Of Opera _SATB_.pdf,True,True
Various Artists - Phantom Of The Opera _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Phantom Of The Opera _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Phantom Of The Opera _Score_.pdf,True,True
Various Artists - Phantom Of The Opera,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Phantom Of The Opera.pdf,SheetMusic\_broadway Shows\Various Artists - Phantom Of The Opera.pdf,True,True
Various Artists - Rent _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Rent _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Rent _Score_.pdf,True,True
Various Artists - Rocky Horror Show Revised - Full Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Rocky Horror Show Revised - Full Score.pdf,SheetMusic\_broadway Shows\Various Artists - Rocky Horror Show Revised - Full Score.pdf,True,True
Various Artists - Rocky Horror Show,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Rocky Horror Show.pdf,SheetMusic\_broadway Shows\Various Artists - Rocky Horror Show.pdf,True,True
Various Artists - Seussical - TYA,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Seussical - TYA.pdf,SheetMusic\_broadway Shows\Various Artists - Seussical - TYA.pdf,True,True
Various Artists - Seussical _Piano-Conductor_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Seussical _Piano-Conductor_.pdf,SheetMusic\_broadway Shows\Various Artists - Seussical _Piano-Conductor_.pdf,True,True
Various Artists - Seussical _PV Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Seussical _PV Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Seussical _PV Score_.pdf,True,True
Various Artists - Shrek The Musical,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Shrek The Musical.pdf,SheetMusic\_broadway Shows\Various Artists - Shrek The Musical.pdf,True,True
Various Artists - Sound Of Music _Vocal Selections_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Sound Of Music _Vocal Selections_.pdf,SheetMusic\_broadway Shows\Various Artists - Sound Of Music _Vocal Selections_.pdf,True,True
Various Artists - Sound Of Music,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Sound Of Music.pdf,SheetMusic\_broadway Shows\Various Artists - Sound Of Music.pdf,True,True
Various Artists - Spamalot,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Spamalot.pdf,SheetMusic\_broadway Shows\Various Artists - Spamalot.pdf,True,True
Various Artists - Sweeney Todd Vocal Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Sweeney Todd Vocal Score.pdf,SheetMusic\_broadway Shows\Various Artists - Sweeney Todd Vocal Score.pdf,True,True
Various Artists - The Hobbit Score,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - The Hobbit Score.pdf,SheetMusic\_broadway Shows\Various Artists - The Hobbit Score.pdf,True,True
Various Artists - The Ultimate BROADWAY fakebook,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - The Ultimate BROADWAY fakebook.pdf,SheetMusic\_broadway Shows\Various Artists - The Ultimate BROADWAY fakebook.pdf,True,True
Various Artists - Wicked _PVG_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Wicked _PVG_.pdf,SheetMusic\_broadway Shows\Various Artists - Wicked _PVG_.pdf,True,True
Various Artists - Wicked _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Wicked _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Wicked _Score_.pdf,True,True
Various Artists - Wizard Of Oz - Piano Conductor,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz - Piano Conductor.pdf,SheetMusic\_broadway Shows\Various Artists - Wizard Of Oz - Piano Conductor.pdf,True,True
Various Artists - Wizard Of Oz _RSC Piano-Conductor_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz _RSC Piano-Conductor_.pdf,SheetMusic\_broadway Shows\Various Artists - Wizard Of Oz _RSC Piano-Conductor_.pdf,True,True
Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_.pdf,SheetMusic\_broadway Shows\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_.pdf,True,True
Various Artists - Youre A Good Man Charlie Brown _Score_,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,SheetMusic\_broadway Shows\Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,True,True
Wicked Workshop,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Books\Wicked Workshop.pdf,SheetMusic\_broadway Shows\Wicked Workshop.pdf,True,True
Steven Sondheim - All Sondheim Volume 2 BOOK,_Broadway Shows,_broadway Shows,SheetMusic\_Broadway Shows\Steven Sondheim\Books\Steven Sondheim - All Sondheim Volume 2 BOOK.pdf,SheetMusic\_broadway Shows\Steven Sondheim - All Sondheim Volume 2 BOOK.pdf,True,True
Beauty And The Beast _PVG_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Beauty And The Beast _PVG_.pdf,SheetMusic\_movie And Tv\Beauty And The Beast _PVG_.pdf,True,True
Brother Bear _Disney_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Brother Bear _Disney_.pdf,SheetMusic\_movie And Tv\Brother Bear _Disney_.pdf,True,True
Disney Collection _Songs Out Of order_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Disney Collection _Songs Out Of order_.pdf,SheetMusic\_movie And Tv\Disney Collection _Songs Out Of order_.pdf,True,True
High School Musical - Breaking Free - Piano Sheet Music,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\High School Musical - Breaking Free - Piano Sheet Music.pdf,SheetMusic\_movie And Tv\High School Musical - Breaking Free - Piano Sheet Music.pdf,True,True
Kasha And Hirschorn - Petes Dragon,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Kasha And Hirschorn - Petes Dragon.pdf,SheetMusic\_movie And Tv\Kasha And Hirschorn - Petes Dragon.pdf,True,True
Mary Poppins,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Mary Poppins.pdf,SheetMusic\_movie And Tv\Mary Poppins.pdf,True,True
Mulan,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Mulan.pdf,SheetMusic\_movie And Tv\Mulan.pdf,True,True
Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_.pdf,SheetMusic\_movie And Tv\Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_.pdf,True,True
Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Pirates Of The Caribbean _Book 2 - Dead Mans Chest_.pdf,SheetMusic\_movie And Tv\Pirates Of The Caribbean _Book 2 - Dead Mans Chest_.pdf,True,True
Spirited Away _Disney_ _2001_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Spirited Away _Disney_ _2001_.pdf,SheetMusic\_movie And Tv\Spirited Away _Disney_ _2001_.pdf,True,True
The New Illustrated Treasury Of Disney Songs,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury Of Disney Songs.pdf,SheetMusic\_movie And Tv\The New Illustrated Treasury Of Disney Songs.pdf,True,True
The New Illustrated Treasury Of Disney,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury Of Disney.pdf,SheetMusic\_movie And Tv\The New Illustrated Treasury Of Disney.pdf,True,True
Various Artists - Disney Duets,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Duets.pdf,SheetMusic\_movie And Tv\Various Artists - Disney Duets.pdf,True,True
