action,book_id,old_source_uri,new_source_uri,old_artist,new_artist,old_book_name,new_book_name,old_status,new_status,match_score,uri_changed,artist_changed,book_name_changed,status_changed
update,1a8f83853ced41c2,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Rubber Soul.pdf,s3://jsmith-input/SheetMusic/Beatles/Beatles - Rubber Soul.pdf,Beatles,Beatles,Beatles - Rubber Soul,Beatles - Rubber Soul,success,success,0.984,YES,NO,NO,NO
update,63a168d1a573e286,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Sergeant Pepper's Lonely Hearts Club Band.pdf,s3://jsmith-input/SheetMusic/Beatles/Beatles - Sergeant Peppers Lonely Hearts Club Band.pdf,Beatles,Beatles,Beatles - Sergeant Pepper's Lonely Hearts Club Band,Beatles - Sergeant Peppers Lonely Hearts Club Band,success,success,0.992,YES,NO,YES,NO
update,0c66a9c9392174b2,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Singles Collection [PVG].pdf,s3://jsmith-input/SheetMusic/Beatles/Beatles - Singles Collection _PVG_.pdf,Beatles,Beatles,Beatles - Singles Collection [PVG],Beatles - Singles Collection _PVG_,success,success,0.988,YES,NO,YES,NO
update,76cffd175fceda6f,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Songbook.pdf,s3://jsmith-input/SheetMusic/Beatles/Beatles - Songbook.pdf,Beatles,Beatles,Beatles - Songbook,Beatles - Songbook,success,success,0.982,YES,NO,NO,NO
update,2ed1aee4e7690da1,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - White Album 1  (Guitar Recorded Version).pdf,s3://jsmith-input/SheetMusic/Beatles/Beatles - White Album 1 _Guitar Recorded Version_.pdf,Beatles,Beatles,Beatles - White Album 1  (Guitar Recorded Version),Beatles - White Album 1 _Guitar Recorded Version_,success,success,0.991,YES,NO,YES,NO
update,1a3f9222373f6638,s3://jsmith-input/SheetMusic/Bee Gees/books/Bee Gees - Anthology.pdf,s3://jsmith-input/SheetMusic/Bee Gees/Bee Gees - Anthology.pdf,Bee Gees,Bee Gees,Bee Gees - Anthology,Bee Gees - Anthology,success,success,0.984,YES,NO,NO,NO
update,dd327aa0d08b9344,s3://jsmith-input/SheetMusic/Belinda Carlisle/books/Belinda Carlisle - 5 Of The Best [PVG].pdf,s3://jsmith-input/SheetMusic/Belinda Carlisle/Belinda Carlisle - 5 Of The Best _PVG_.pdf,Belinda Carlisle,Belinda Carlisle,Belinda Carlisle - 5 Of The Best [PVG],Belinda Carlisle - 5 Of The Best _PVG_,success,success,0.991,YES,NO,YES,NO
update,7a93711a5a45338a,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds - Rockin' The Suburbs [Book].pdf,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds - Rockin The Suburbs _Book_.pdf,Ben Folds,Ben Folds,Ben Folds - Rockin' The Suburbs [Book],Ben Folds - Rockin The Suburbs _Book_,success,success,0.989,YES,NO,YES,NO
update,f83d254c3afd828a,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds - Songs for Silverman.pdf,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds - Songs For Silverman.pdf,Ben Folds,Ben Folds,Ben Folds - Songs for Silverman,Ben Folds - Songs For Silverman,success,success,0.989,YES,NO,YES,NO
update,7bc821ae13e05260,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds - Songs For The Silverman.pdf,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds - Songs For The Silverman.pdf,Ben Folds,Ben Folds,Ben Folds - Songs For The Silverman,Ben Folds - Songs For The Silverman,success,success,0.989,YES,NO,NO,NO
update,ben-folds-ben-folds-five-rockin-the-suburbs,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds Five - Rockin' the Suburbs.pdf,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds Five - Rockin The Suburbs.pdf,Ben Folds,Ben Folds,Ben Folds Five - Rockin' the Suburbs,Ben Folds Five - Rockin The Suburbs,success,success,0.989,YES,NO,YES,NO
update,de53f081d483217f,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds Five - Selections From Naked Baby Photos [Score].pdf,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds Five - Selections From Naked Baby Photos _Score_.pdf,Ben Folds,Ben Folds,Ben Folds Five - Selections From Naked Baby Photos [Score],Ben Folds Five - Selections From Naked Baby Photos _Score_,success,success,0.993,YES,NO,YES,NO
update,ben-folds-ben-folds-five-whatever-and-ever-amen-book,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds Five - Whatever and Ever Amen [Book].pdf,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds Five - Whatever And Ever Amen _Book_.pdf,Ben Folds,Ben Folds,Ben Folds Five - Whatever and Ever Amen [Book],Ben Folds Five - Whatever And Ever Amen _Book_,success,success,0.991,YES,NO,YES,NO
update,18bd367a8ec484b4,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - 52nd Street.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - 52nd Street.pdf,Billy Joel,Billy Joel,Billy Joel - 52nd Street,Billy Joel - 52nd Street,success,success,0.987,YES,NO,NO,NO
update,billy-joel---anthology,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Anthology.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Anthology.pdf,Billy Joel,Billy Joel,Billy Joel - Anthology,Billy Joel - Anthology,success,success,0.986,YES,NO,NO,NO
update,e45b55ac836ab6cc,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Best Of Piano Solos.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Best Of Piano Solos.pdf,Billy Joel,Billy Joel,Billy Joel - Best Of Piano Solos,Billy Joel - Best Of Piano Solos,success,success,0.989,YES,NO,NO,NO
update,f1e4196488cd5143,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Complete Vol  1.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Complete Vol 1.pdf,Billy Joel,Billy Joel,Billy Joel - Complete Vol  1,Billy Joel - Complete Vol 1,success,success,0.988,YES,NO,YES,NO
update,d308b78682b1a2e6,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Complete Vol 2.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Complete Vol 2.pdf,Billy Joel,Billy Joel,Billy Joel - Complete Vol 2,Billy Joel - Complete Vol 2,success,success,0.988,YES,NO,NO,NO
update,billy-joel---fantasies--delusions,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Fantasies & Delusions.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Fantasies And Delusions.pdf,Billy Joel,Billy Joel,Billy Joel - Fantasies & Delusions,Billy Joel - Fantasies And Delusions,success,success,0.950,YES,NO,YES,NO
update,8dfd98e18b3a7740,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - For Advanced Piano.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - For Advanced Piano.pdf,Billy Joel,Billy Joel,Billy Joel - For Advanced Piano,Billy Joel - For Advanced Piano,success,success,0.989,YES,NO,NO,NO
update,152ee1c9dc9f8411,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Glass Houses.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Glass Houses.pdf,Billy Joel,Billy Joel,Billy Joel - Glass Houses,Billy Joel - Glass Houses,success,success,0.987,YES,NO,NO,NO
update,billy-joel---greatest-hits,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Greatest Hits.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Greatest Hits.pdf,Billy Joel,Billy Joel,Billy Joel - Greatest Hits,Billy Joel - Greatest Hits,success,success,0.987,YES,NO,NO,NO
update,ce9df43dfdc4bc85,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Greatest Hits Vol I and II.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Greatest Hits Vol I And II.pdf,Billy Joel,Billy Joel,Billy Joel - Greatest Hits Vol I and II,Billy Joel - Greatest Hits Vol I And II,success,success,0.990,YES,NO,YES,NO
update,bdbb63832fa56044,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Greatest Hits Vol III.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Greatest Hits Vol III.pdf,Billy Joel,Billy Joel,Billy Joel - Greatest Hits Vol III,Billy Joel - Greatest Hits Vol III,success,success,0.989,YES,NO,NO,NO
update,4be5984479ec10bb,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Keyboard Book.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Keyboard Book.pdf,Billy Joel,Billy Joel,Billy Joel - Keyboard Book,Billy Joel - Keyboard Book,success,success,0.987,YES,NO,NO,NO
update,edea6a9f4a4847d5,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - My Lives.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - My Lives.pdf,Billy Joel,Billy Joel,Billy Joel - My Lives,Billy Joel - My Lives,success,success,0.986,YES,NO,NO,NO
update,ba6ee82e4aed1afd,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Rock Score.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Rock Score.pdf,Billy Joel,Billy Joel,Billy Joel - Rock Score,Billy Joel - Rock Score,success,success,0.986,YES,NO,NO,NO
update,901f9c3b4eaf76da,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Songs in the Attic.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Songs In The Attic.pdf,Billy Joel,Billy Joel,Billy Joel - Songs in the Attic,Billy Joel - Songs In The Attic,success,success,0.989,YES,NO,YES,NO
update,370909eab500eba4,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Turnstiles.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Turnstiles.pdf,Billy Joel,Billy Joel,Billy Joel - Turnstiles,Billy Joel - Turnstiles,success,success,0.986,YES,NO,NO,NO
update,5a754452ada37f73,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel Greatest Hits Vols 1 and 2.pdf,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel Greatest Hits Vols 1 And 2.pdf,Billy Joel,Billy Joel,Billy Joel Greatest Hits Vols 1 and 2,Billy Joel Greatest Hits Vols 1 And 2,success,success,0.990,YES,NO,YES,NO
update,4bd0ea9d83d19c28,s3://jsmith-input/SheetMusic/Billy Ocean/books/Billy Ocean - The Best Of.pdf,s3://jsmith-input/SheetMusic/Billy Ocean/Billy Ocean - The Best Of.pdf,Billy Ocean,Billy Ocean,Billy Ocean - The Best Of,Billy Ocean - The Best Of,success,success,0.987,YES,NO,NO,NO
update,2d1ba95c03ae3c27,s3://jsmith-input/SheetMusic/Black Eyed Peas/books/Black Eyed Peas - Elephunk [PVG Book].pdf,s3://jsmith-input/SheetMusic/Black Eyed Peas/Black Eyed Peas - Elephunk _PVG Book_.pdf,Black Eyed Peas,Black Eyed Peas,Black Eyed Peas - Elephunk [PVG Book],Black Eyed Peas - Elephunk _PVG Book_,success,success,0.991,YES,NO,YES,NO
update,98480e0f330a76dd,s3://jsmith-input/SheetMusic/Blues Brothers/books/Blues Brothers - Complete.pdf,s3://jsmith-input/SheetMusic/Blues Brothers/Blues Brothers - Complete.pdf,Blues Brothers,Blues Brothers,Blues Brothers - Complete,Blues Brothers - Complete,success,success,0.988,YES,NO,NO,NO
update,76fe6df07e8c95b2,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Anthology.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Anthology,Bob Dylan - Anthology,success,success,0.985,YES,NO,NO,NO
update,5b90ccc351a5c543,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology 1.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Anthology 1.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Anthology 1,Bob Dylan - Anthology 1,success,success,0.986,YES,NO,NO,NO
update,ee48c2551dfc461d,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology 2.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Anthology 2.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Anthology 2,Bob Dylan - Anthology 2,success,success,0.986,YES,NO,NO,NO
update,88e64f90dab936a8,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Basement Tapes [PVG].pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Basement Tapes _PVG_.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Basement Tapes [PVG],Bob Dylan - Basement Tapes _PVG_,success,success,0.988,YES,NO,YES,NO
update,45f18e7ab90c1ae7,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Blonde On Blonde.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Blonde On Blonde.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Blonde On Blonde,Bob Dylan - Blonde On Blonde,success,success,0.988,YES,NO,NO,NO
update,7f6241201b3f8e2f,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Collection.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Collection.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Collection,Bob Dylan - Collection,success,success,0.986,YES,NO,NO,NO
update,2838a4ab02b7456d,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Desire.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Desire.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Desire,Bob Dylan - Desire,success,success,0.984,YES,NO,NO,NO
update,c80600da7b9c76a0,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Finger Picking.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Finger Picking.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Finger Picking,Bob Dylan - Finger Picking,success,success,0.987,YES,NO,NO,NO
update,3a4cf59a2e2940dc,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Highway 61 Revisited.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Highway 61 Revisited.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Highway 61 Revisited,Bob Dylan - Highway 61 Revisited,success,success,0.989,YES,NO,NO,NO
update,308ce476864c14e8,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Nashville Skyline.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Nashville Skyline.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Nashville Skyline,Bob Dylan - Nashville Skyline,success,success,0.988,YES,NO,NO,NO
update,e677dd7fc5248ab9,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Rock Score.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Rock Score.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Rock Score,Bob Dylan - Rock Score,success,success,0.986,YES,NO,NO,NO
update,7c14a1d45baafa86,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Saved.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Saved.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Saved,Bob Dylan - Saved,success,success,0.983,YES,NO,NO,NO
update,c3fb0816d2a1db38,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Songbook.pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Songbook.pdf,Bob Dylan,Bob Dylan,Bob Dylan - Songbook,Bob Dylan - Songbook,success,success,0.985,YES,NO,NO,NO
update,487a273fe299726f,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - The Harp Styles of Bob Dylan [Harmonica].pdf,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - The Harp Styles Of Bob Dylan _Harmonica_.pdf,Bob Dylan,Bob Dylan,Bob Dylan - The Harp Styles of Bob Dylan [Harmonica],Bob Dylan - The Harp Styles Of Bob Dylan _Harmonica_,success,success,0.992,YES,NO,YES,NO
update,b72d254ea2e17f11,s3://jsmith-input/SheetMusic/Bob Seger/books/Bob Seger - Greatest Hits.pdf,s3://jsmith-input/SheetMusic/Bob Seger/Bob Seger - Greatest Hits.pdf,Bob Seger,Bob Seger,Bob Seger - Greatest Hits,Bob Seger - Greatest Hits,success,success,0.987,YES,NO,NO,NO
update,ae8ad209f6399a30,s3://jsmith-input/SheetMusic/Bob Seger/books/Bob Seger - The New Best Of Bob Seger.pdf,s3://jsmith-input/SheetMusic/Bob Seger/Bob Seger - The New Best Of Bob Seger.pdf,Bob Seger,Bob Seger,Bob Seger - The New Best Of Bob Seger,Bob Seger - The New Best Of Bob Seger,success,success,0.990,YES,NO,NO,NO
update,639db5e6858d5305,s3://jsmith-input/SheetMusic/Bon Jovi/books/Bon Jovi - Best of Bon Jovi.pdf,s3://jsmith-input/SheetMusic/Bon Jovi/Bon Jovi - Best Of Bon Jovi.pdf,Bon Jovi,Bon Jovi,Bon Jovi - Best of Bon Jovi,Bon Jovi - Best Of Bon Jovi,success,success,0.987,YES,NO,YES,NO
update,e5ae548989836b9b,s3://jsmith-input/SheetMusic/Bonnie Raitt/books/Bonnie Raitt - Nick Of Time [PVG Book].pdf,s3://jsmith-input/SheetMusic/Bonnie Raitt/Bonnie Raitt - Nick Of Time _PVG Book_.pdf,Bonnie Raitt,Bonnie Raitt,Bonnie Raitt - Nick Of Time [PVG Book],Bonnie Raitt - Nick Of Time _PVG Book_,success,success,0.990,YES,NO,YES,NO
update,f3b5e834001b20e0,s3://jsmith-input/SheetMusic/Bonnie Raitt/books/Bonnie Raitt - Road Tested [PVG Book].pdf,s3://jsmith-input/SheetMusic/Bonnie Raitt/Bonnie Raitt - Road Tested _PVG Book_.pdf,Bonnie Raitt,Bonnie Raitt,Bonnie Raitt - Road Tested [PVG Book],Bonnie Raitt - Road Tested _PVG Book_,success,success,0.990,YES,NO,YES,NO
update,59b588abe6f346b6,s3://jsmith-input/SheetMusic/Bonnie Tyler/books/Bonnie Tyler - Hot Songs.pdf,s3://jsmith-input/SheetMusic/Bonnie Tyler/Bonnie Tyler - Hot Songs.pdf,Bonnie Tyler,Bonnie Tyler,Bonnie Tyler - Hot Songs,Bonnie Tyler - Hot Songs,success,success,0.987,YES,NO,NO,NO
update,7500b5ca338d0af1,s3://jsmith-input/SheetMusic/Bread/books/Bread - Best of Bread.pdf,s3://jsmith-input/SheetMusic/Bread/Bread - Best Of Bread.pdf,Bread,Bread,Bread - Best of Bread,Bread - Best Of Bread,success,success,0.983,YES,NO,YES,NO
update,59ed9909c0edd800,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Born In The USA.pdf,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Born In The USA.pdf,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen - Born In The USA,Bruce Springsteen - Born In The USA,success,success,0.991,YES,NO,NO,NO
update,0118896785387d66,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Born To Run.pdf,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Born To Run.pdf,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen - Born To Run,Bruce Springsteen - Born To Run,success,success,0.990,YES,NO,NO,NO
update,d958789d950e5915,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Greatest Hits.pdf,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Greatest Hits.pdf,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen - Greatest Hits,Bruce Springsteen - Greatest Hits,success,success,0.991,YES,NO,NO,NO
update,3bb287a656f88f7f,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Lucky Town.pdf,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Lucky Town.pdf,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen - Lucky Town,Bruce Springsteen - Lucky Town,success,success,0.990,YES,NO,NO,NO
update,57f709c042b3404b,s3://jsmith-input/SheetMusic/Buddy Holly/books/Buddy Holly - Golden Anniversary Songbook.pdf,s3://jsmith-input/SheetMusic/Buddy Holly/Buddy Holly - Golden Anniversary Songbook.pdf,Buddy Holly,Buddy Holly,Buddy Holly - Golden Anniversary Songbook,Buddy Holly - Golden Anniversary Songbook,success,success,0.991,YES,NO,NO,NO
update,6fd80e408d814706,s3://jsmith-input/SheetMusic/Burl Ives/books/Burl Ives - Song Book.pdf,s3://jsmith-input/SheetMusic/Burl Ives/Burl Ives - Song Book.pdf,Burl Ives,Burl Ives,Burl Ives - Song Book,Burl Ives - Song Book,success,success,0.985,YES,NO,NO,NO
update,ed3da48923768a5a,s3://jsmith-input/SheetMusic/Burt Bacharach/books/Burt Bacharach - 40 Golden Songs Of.pdf,s3://jsmith-input/SheetMusic/Burt Bacharach/Burt Bacharach - 40 Golden Songs Of.pdf,Burt Bacharach,Burt Bacharach,Burt Bacharach - 40 Golden Songs Of,Burt Bacharach - 40 Golden Songs Of,success,success,0.990,YES,NO,NO,NO
update,2240a6b923e9ef6b,s3://jsmith-input/SheetMusic/Burt Bacharach/books/Burt Bacharach - Anthology.pdf,s3://jsmith-input/SheetMusic/Burt Bacharach/Burt Bacharach - Anthology.pdf,Burt Bacharach,Burt Bacharach,Burt Bacharach - Anthology,Burt Bacharach - Anthology,success,success,0.989,YES,NO,NO,NO
update,34ccd859c63c56cd,s3://jsmith-input/SheetMusic/Burt Bacharach/books/Burt Bacharach - Bacharach Collection.pdf,s3://jsmith-input/SheetMusic/Burt Bacharach/Burt Bacharach - Bacharach Collection.pdf,Burt Bacharach,Burt Bacharach,Burt Bacharach - Bacharach Collection,Burt Bacharach - Bacharach Collection,success,success,0.991,YES,NO,NO,NO
update,95bc96e2e889004b,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Bradley's Best Of The Best (Organ).pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Bradleys Best Of The Best _Organ_.pdf,Carole King,Carole King,Carole King - Bradley's Best Of The Best (Organ),Carole King - Bradleys Best Of The Best _Organ_,success,success,0.992,YES,NO,YES,NO
update,7013cd3a7c0bb2ca,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Classics.pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Classics.pdf,Carole King,Carole King,Carole King - Classics,Carole King - Classics,success,success,0.986,YES,NO,NO,NO
update,a13f78e8a4573711,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Classics (2).pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Classics _2_.pdf,Carole King,Carole King,Carole King - Classics (2),Carole King - Classics _2_,success,success,0.987,YES,NO,YES,NO
update,6a1975b10de770f9,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Classics (3).pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Classics _3_.pdf,Carole King,Carole King,Carole King - Classics (3),Carole King - Classics _3_,success,success,0.987,YES,NO,YES,NO
update,90292b9d0fd305ff,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Keyboard Play-Along Vol 22.pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Keyboard Play-Along Vol 22.pdf,Carole King,Carole King,Carole King - Keyboard Play-Along Vol 22,Carole King - Keyboard Play-Along Vol 22,success,success,0.991,YES,NO,NO,NO
update,9518734e91bae95e,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Tapestry.pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Tapestry.pdf,Carole King,Carole King,Carole King - Tapestry,Carole King - Tapestry,success,success,0.986,YES,NO,NO,NO
update,0b74d23b165f0e04,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - The New Best Of Carole King.pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - The New Best Of Carole King.pdf,Carole King,Carole King,Carole King - The New Best Of Carole King,Carole King - The New Best Of Carole King,success,success,0.991,YES,NO,NO,NO
update,aac48b56b8cdf5bc,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - You're The Voice.pdf,s3://jsmith-input/SheetMusic/Carole King/Carole King - Youre The Voice.pdf,Carole King,Carole King,Carole King - You're The Voice,Carole King - Youre The Voice,success,success,0.989,YES,NO,YES,NO
update,7d56e969770dacee,s3://jsmith-input/SheetMusic/Carpenters/books/Carpenters - Anthology.pdf,s3://jsmith-input/SheetMusic/Carpenters/Carpenters - Anthology.pdf,Carpenters,Carpenters,Carpenters - Anthology,Carpenters - Anthology,success,success,0.986,YES,NO,NO,NO
update,0c9c8f525786b94f,s3://jsmith-input/SheetMusic/Carpenters/books/Carpenters - Love Songs.pdf,s3://jsmith-input/SheetMusic/Carpenters/Carpenters - Love Songs.pdf,Carpenters,Carpenters,Carpenters - Love Songs,Carpenters - Love Songs,success,success,0.986,YES,NO,NO,NO
update,ac2615667365fe70,s3://jsmith-input/SheetMusic/Carpenters/books/Carpenters - Note For Note.pdf,s3://jsmith-input/SheetMusic/Carpenters/Carpenters - Note For Note.pdf,Carpenters,Carpenters,Carpenters - Note For Note,Carpenters - Note For Note,success,success,0.987,YES,NO,NO,NO
update,ab32c72f759de735,s3://jsmith-input/SheetMusic/Cheap Trick/books/Cheap Trick - Greatest Hits [Score].pdf,s3://jsmith-input/SheetMusic/Cheap Trick/Cheap Trick - Greatest Hits _Score_.pdf,Cheap Trick,Cheap Trick,Cheap Trick - Greatest Hits [Score],Cheap Trick - Greatest Hits _Score_,success,success,0.989,YES,NO,YES,NO
update,5beb810d0307d249,s3://jsmith-input/SheetMusic/Colbie Caillat/books/Colbie Caillat - Breakthrough [PVG Book].pdf,s3://jsmith-input/SheetMusic/Colbie Caillat/Colbie Caillat - Breakthrough _PVG Book_.pdf,Colbie Caillat,Colbie Caillat,Colbie Caillat - Breakthrough [PVG Book],Colbie Caillat - Breakthrough _PVG Book_,success,success,0.991,YES,NO,YES,NO
update,d561c8d34d37b733,s3://jsmith-input/SheetMusic/Cole Porter/books/Cole Porter - The Very Best Of Cole Porter.pdf,s3://jsmith-input/SheetMusic/Cole Porter/Cole Porter - The Very Best Of Cole Porter.pdf,Cole Porter,Cole Porter,Cole Porter - The Very Best Of Cole Porter,Cole Porter - The Very Best Of Cole Porter,success,success,0.991,YES,NO,NO,NO
update,dcba89a43766fb78,s3://jsmith-input/SheetMusic/Cream/books/Cream - Cream Complete.pdf,s3://jsmith-input/SheetMusic/Cream/Cream - Cream Complete.pdf,Cream,Cream,Cream - Cream Complete,Cream - Cream Complete,success,success,0.984,YES,NO,NO,NO
update,1fca9fd3d03e4a53,s3://jsmith-input/SheetMusic/Creedence Clearwater Revival/books/Creedence Clearwater Revival - 8 Pcs Book.pdf,s3://jsmith-input/SheetMusic/Creedence Clearwater Revival/Creedence Clearwater Revival - 8 Pcs Book.pdf,Creedence Clearwater Revival,Creedence Clearwater Revival,Creedence Clearwater Revival - 8 Pcs Book,Creedence Clearwater Revival - 8 Pcs Book,success,success,0.993,YES,NO,NO,NO
