"Artist","ProcessedFolder","ProcessedPath","SongCount","SourceBook","SourcePath","MatchType"
"_broadway Shows","Various Artists - Aladdin (book)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Aladdin (book)","8","Various Artists - Aladdin (book)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin (book).pdf","1:1"
"_broadway Shows","Various Artists - Aladdin Jr","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Aladdin Jr","34","Various Artists - Aladdin Jr","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin Jr.pdf","1:1"
"_broadway Shows","Various Artists - Annie - Full Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Annie - Full Score","29","Various Artists - Annie - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Annie - Full Score.pdf","1:1"
"_broadway Shows","Various Artists - Avenue Q - Full Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Avenue Q - Full Score","1","Various Artists - Avenue Q - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Avenue Q - Full Score.pdf","1:1"
"_broadway Shows","Various Artists - Avenue X - Vocal Chorus Book","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Avenue X - Vocal Chorus Book","25","Various Artists - Avenue X - Vocal Chorus Book","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Avenue X - Vocal Chorus Book.pdf","1:1"
"_broadway Shows","Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)","23","Various Artists - Beauty and the Beast (1994 MTI PC Score, complete)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty and the Beast (1994 MTI PC Score, complete).pdf","1:1"
"_broadway Shows","Various Artists - Beauty And The Beast [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast [score]","38","Various Artists - Beauty and the Beast [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty and the Beast [Score].pdf","1:1"
"_broadway Shows","Various Artists - Best In Broadway Deluxe Edition","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Best In Broadway Deluxe Edition","62","Various Artists - Best in Broadway Deluxe Edition","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Best in Broadway Deluxe Edition.pdf","1:1"
"_broadway Shows","Various Artists - Cabaret (1998 Version)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cabaret (1998 Version)","2","Various Artists - Cabaret (1998 version)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret (1998 version).pdf","1:1"
"_broadway Shows","Various Artists - Cabaret (original)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cabaret (original)","3","Various Artists - Cabaret (Original)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret (Original).pdf","1:1"
"_broadway Shows","Various Artists - Cats - Conductor Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cats - Conductor Score","2","Various Artists - Cats - Conductor Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cats - Conductor Score.pdf","1:1"
"_broadway Shows","Various Artists - Chicago (1975)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Chicago (1975)","22","Various Artists - Chicago (1975)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Chicago (1975).pdf","1:1"
"_broadway Shows","Various Artists - Dear Evan Hansen (pvg)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Dear Evan Hansen (pvg)","15","Various Artists - Dear Evan Hansen (PVG)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dear Evan Hansen (PVG).pdf","1:1"
"_broadway Shows","Various Artists - Dirty Rotten Scoundrels (piano-vocal)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Dirty Rotten Scoundrels (piano-vocal)","1","Various Artists - Dirty Rotten Scoundrels (Piano-Vocal)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dirty Rotten Scoundrels (Piano-Vocal).pdf","1:1"
"_broadway Shows","Various Artists - Evita [conductor Score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Evita [conductor Score]","10","Various Artists - Evita  [Conductor Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita  [Conductor Score].pdf","1:1"
"_broadway Shows","Various Artists - Evita [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Evita [score]","11","Various Artists - Evita [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita [Score].pdf","1:1"
"_broadway Shows","Various Artists - Footloose [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Footloose [score]","15","Various Artists - Footloose [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Footloose [Score].pdf","1:1"
"_broadway Shows","Various Artists - Grease [1994 Score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Grease [1994 Score]","13","Various Artists - Grease [1994 Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease [1994 Score].pdf","1:1"
"_broadway Shows","Various Artists - Grease [2003 Score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Grease [2003 Score]","40","Various Artists - Grease [2003 Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease [2003 Score].pdf","1:1"
"_broadway Shows","Various Artists - Hair (rev 1995) - Piano Conductor Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Hair (rev 1995) - Piano Conductor Score","44","Various Artists - Hair (rev 1995) - Piano Conductor Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Hair (rev 1995) - Piano Conductor Score.pdf","1:1"
"_broadway Shows","Various Artists - High School Musical [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - High School Musical [score]","8","Various Artists - High School Musical [score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical [score].pdf","1:1"
"_broadway Shows","Various Artists - Jesus Christ Superstar","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Jesus Christ Superstar","8","Various Artists - Jesus Christ Superstar","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Jesus Christ Superstar.pdf","1:1"
"_broadway Shows","Various Artists - Legally Blonde - Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Legally Blonde - Score","1","Various Artists - Legally Blonde - score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Legally Blonde - score.pdf","1:1"
"_broadway Shows","Various Artists - Les Miserables - Full Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Full Score","16","Various Artists - Les Miserables - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Full Score.pdf","1:1"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Piano-conductor","4","Various Artists - Les Miserables - Piano-Conductor","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor.pdf","1:1"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)","5","Various Artists - Les Miserables - Piano-Conductor (complete)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor (complete).pdf","1:1"
"_broadway Shows","Various Artists - Lion King [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Lion King [score]","57","Various Artists - Lion King [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Lion King [Score].pdf","1:1"
"_broadway Shows","Various Artists - Little Mermaid Workshop Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Little Mermaid Workshop Score","1","Various Artists - Little Mermaid Workshop score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Mermaid Workshop score.PDF","1:1"
"_broadway Shows","Various Artists - Little Shop Of Horrors (original)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Little Shop Of Horrors (original)","2","Various Artists - Little Shop of Horrors (original)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop of Horrors (original).pdf","1:1"
"_broadway Shows","Various Artists - Mary Poppins","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Mary Poppins","1","Various Artists - Mary Poppins","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Mary Poppins.pdf","1:1"
"_broadway Shows","Various Artists - Phantom Of Opera [satb]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of Opera [satb]","5","Various Artists - Phantom of Opera [SATB]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of Opera [SATB].pdf","1:1"
"_broadway Shows","Various Artists - Phantom Of The Opera","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of The Opera","1","Various Artists - Phantom of the Opera","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of the Opera.pdf","1:1"
"_broadway Shows","Various Artists - Phantom Of The Opera [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of The Opera [score]","7","Various Artists - Phantom of the Opera [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of the Opera [Score].pdf","1:1"
"_broadway Shows","Various Artists - Rent [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Rent [score]","46","Various Artists - Rent [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rent [Score].pdf","1:1"
"_broadway Shows","Various Artists - Rocky Horror Show","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Rocky Horror Show","1","Various Artists - Rocky Horror Show","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rocky Horror Show.pdf","1:1"
"_broadway Shows","Various Artists - Rocky Horror Show Revised - Full Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Rocky Horror Show Revised - Full Score","24","Various Artists - Rocky Horror Show Revised - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rocky Horror Show Revised - Full Score.pdf","1:1"
"_broadway Shows","Various Artists - Seussical - Tya","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical - Tya","38","Various Artists - Seussical - TYA","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical - TYA.pdf","1:1"
"_broadway Shows","Various Artists - Seussical [piano-conductor]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical [piano-conductor]","13","Various Artists - Seussical [Piano-Conductor]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical [Piano-Conductor].pdf","1:1"
"_broadway Shows","Various Artists - Seussical [pv Score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical [pv Score]","34","Various Artists - Seussical [PV Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical [PV Score].pdf","1:1"
"_broadway Shows","Various Artists - Sound Of Music","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Sound Of Music","16","Various Artists - Sound of Music","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound of Music.pdf","1:1"
"_broadway Shows","Various Artists - Sound Of Music (vocal Selections)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Sound Of Music (vocal Selections)","7","Various Artists - Sound of Music (Vocal Selections)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound of Music (Vocal Selections).pdf","1:1"
"_broadway Shows","Various Artists - Spamalot","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Spamalot","65","Various Artists - Spamalot","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Spamalot.pdf","1:1"
"_broadway Shows","Various Artists - Sweeney Todd Vocal Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Sweeney Todd Vocal Score","19","Various Artists - Sweeney Todd Vocal Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sweeney Todd Vocal Score.pdf","1:1"
"_broadway Shows","Various Artists - The Hobbit Score","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - The Hobbit Score","11","Various Artists - The Hobbit Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - The Hobbit Score.pdf","1:1"
"_broadway Shows","Various Artists - The Ultimate Broadway Fakebook","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - The Ultimate Broadway Fakebook","406","Various Artists - The Ultimate BROADWAY fakebook","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - The Ultimate BROADWAY fakebook.pdf","1:1"
"_broadway Shows","Various Artists - Wicked [pvg]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wicked [pvg]","13","Various Artists - Wicked [PVG]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked [PVG].pdf","1:1"
"_broadway Shows","Various Artists - Wicked [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wicked [score]","1","Various Artists - Wicked [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked [Score].pdf","1:1"
"_broadway Shows","Various Artists - Wizard Of Oz (rsc Piano-conductor)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wizard Of Oz (rsc Piano-conductor)","20","Various Artists - Wizard Of Oz (RSC Piano-Conductor)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz (RSC Piano-Conductor).pdf","1:1"
"_broadway Shows","Various Artists - Wizard Of Oz - Piano Conductor","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wizard Of Oz - Piano Conductor","24","Various Artists - Wizard Of Oz - Piano Conductor","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz - Piano Conductor.pdf","1:1"
"_broadway Shows","Various Artists - You're A Good Man Charlie Brown [revival] [score]","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - You're A Good Man Charlie Brown [revival] [score]","38","Various Artists - You're A Good Man Charlie Brown [revival] [score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - You're A Good Man Charlie Brown [revival] [score].pdf","1:1"
"_movie And Tv","Beauty And The Beast [pvg]","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Beauty And The Beast [pvg]","8","Beauty and the Beast [PVG]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Beauty and the Beast [PVG].pdf","1:1"
"_movie And Tv","Brother Bear (disney)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Brother Bear (disney)","8","Brother Bear (Disney)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Brother Bear (Disney).pdf","1:1"
"_movie And Tv","Budget Books - Movie Songs","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Budget Books - Movie Songs","76","Budget Books - Movie Songs","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Budget Books - Movie Songs.pdf","1:1"
"_movie And Tv","Disney Collection (songs Out Of Order)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Disney Collection (songs Out Of Order)","42","Disney Collection (Songs out of order)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Disney Collection (Songs out of order).pdf","1:1"
"_movie And Tv","High School Musical - Breaking Free - Piano Sheet Music","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\High School Musical - Breaking Free - Piano Sheet Music","1","High School Musical - Breaking Free - Piano Sheet Music","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\High School Musical - Breaking Free - Piano Sheet Music.pdf","1:1"
"_movie And Tv","John Williams - Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Greatest Hits","28","John Williams - Greatest Hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Greatest Hits.pdf","1:1"
"_movie And Tv","John Williams - Star Wars Episode I - The Phantom Menace","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode I - The Phantom Menace","1","John Williams - Star Wars Episode I - The Phantom Menace","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode I - The Phantom Menace.pdf","1:1"
"_movie And Tv","John Williams - Star Wars Episode Ii - Attack Of The Clones (lite)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode Ii - Attack Of The Clones (lite)","1","John Williams - Star Wars Episode II - Attack Of The Clones (lite)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode II - Attack Of The Clones (lite).pdf","1:1"
"_movie And Tv","John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab)","1","John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab).","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab)..pdf","1:1"
"_movie And Tv","John Williams - Star Wars Trilogy","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Trilogy","14","John Williams - Star Wars Trilogy","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Trilogy.pdf","1:1"
"_movie And Tv","Kasha & Hirschorn - Pete's Dragon","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Kasha & Hirschorn - Pete's Dragon","6","Kasha & Hirschorn - Pete's Dragon","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Kasha & Hirschorn - Pete's Dragon.pdf","1:1"
"_movie And Tv","Mary Poppins","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Mary Poppins","11","Mary Poppins","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Mary Poppins.pdf","1:1"
"_movie And Tv","Mulan","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Mulan","1","Mulan","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Mulan.pdf","1:1"
"_movie And Tv","Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl]","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl]","7","Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl].pdf","1:1"
"_movie And Tv","Pirates Of The Caribbean [book 2 - Dead Man's Chest]","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Pirates Of The Caribbean [book 2 - Dead Man's Chest]","9","Pirates of the Caribbean [Book 2 - Dead Man's Chest]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates of the Caribbean [Book 2 - Dead Man's Chest].pdf","1:1"
"_movie And Tv","Randy Newman - Toy Story 2","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Randy Newman - Toy Story 2","1","Randy Newman - Toy Story 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Randy Newman - Toy Story 2.pdf","1:1"
"_movie And Tv","Spirited Away (disney) (2001)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Spirited Away (disney) (2001)","1","Spirited Away (Disney) (2001)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Spirited Away (Disney) (2001).pdf","1:1"
"_movie And Tv","Star Wars Suite (john Williams - Full Score - Hal Leonard)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Star Wars Suite (john Williams - Full Score - Hal Leonard)","8","Star Wars Suite (John Williams - full Score - Hal Leonard)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Star Wars Suite (John Williams - full Score - Hal Leonard).pdf","1:1"
"_movie And Tv","The New Illustrated Treasury Of Disney","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\The New Illustrated Treasury Of Disney","68","The New Illustrated Treasury of Disney","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury of Disney.pdf","1:1"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\The New Illustrated Treasury Of Disney Songs","68","The New Illustrated Treasury of Disney Songs","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury of Disney Songs.pdf","1:1"
"_movie And Tv","Theme From Rocky And Otther Big Hits","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Theme From Rocky And Otther Big Hits","22","Theme from rocky and otther big hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Theme from rocky and otther big hits.pdf","1:1"
"_movie And Tv","Various Artists - 100 Of The Best Movie Songs Ever","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - 100 Of The Best Movie Songs Ever","101","Various Artists - 100 of the best movie songs ever","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - 100 of the best movie songs ever.pdf","1:1"
"_movie And Tv","Various Artists - Book Of Great Tv Hits","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Book Of Great Tv Hits","41","Various Artists - Book Of Great TV Hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Book Of Great TV Hits.pdf","1:1"
"_movie And Tv","Various Artists - Box Office Themes Vol. 1","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Box Office Themes Vol. 1","12","Various Artists - Box Office Themes Vol. 1","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Box Office Themes Vol. 1.pdf","1:1"
"_movie And Tv","Various Artists - Decades Of Film '70s","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '70s","17","Various Artists - Decades of Film '70s","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '70s.pdf","1:1"
"_movie And Tv","Various Artists - Decades Of Film '80s","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '80s","20","Various Artists - Decades of Film '80s","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '80s.pdf","1:1"
"_movie And Tv","Various Artists - Decades Of Film '90s","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '90s","20","Various Artists - Decades of Film '90s","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '90s.pdf","1:1"
"_movie And Tv","Various Artists - Disney Duets","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Disney Duets","8","Various Artists - Disney Duets","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Duets.pdf","1:1"
"_movie And Tv","Various Artists - Disney Fake Book","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Disney Fake Book","194","Various Artists - Disney Fake Book","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Fake Book.pdf","1:1"
"_movie And Tv","Various Artists - Disney Solos For Violin","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Disney Solos For Violin","1","Various Artists - Disney Solos For Violin","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Solos For Violin.pdf","1:1"
"_movie And Tv","Various Artists - Eddie And The Cruisers","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Eddie And The Cruisers","6","Various Artists - Eddie and  the Cruisers","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Eddie and  the Cruisers.pdf","1:1"
"_movie And Tv","Various Artists - Film Book","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Book","41","Various Artists - Film Book","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Book.pdf","1:1"
"_movie And Tv","Various Artists - Film Music For Solo Piano","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Music For Solo Piano","28","Various Artists - Film Music For Solo Piano","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music For Solo Piano.pdf","1:1"
"_movie And Tv","Various Artists - Film Music For Solo Piano (2)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Music For Solo Piano (2)","23","Various Artists - Film Music for Solo Piano (2)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music for Solo Piano (2).pdf","1:1"
"_movie And Tv","Various Artists - Frozen - Let It Go (movie Version)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Frozen - Let It Go (movie Version)","1","Various Artists - Frozen - Let It Go (Movie Version)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Frozen - Let It Go (Movie Version).pdf","1:1"
"_movie And Tv","Various Artists - High School Musical 1","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - High School Musical 1","2","Various Artists - High School Musical 1","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 1.pdf","1:1"
"_movie And Tv","Various Artists - High School Musical 2","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - High School Musical 2","10","Various Artists - High School Musical 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 2.pdf","1:1"
"_movie And Tv","Various Artists - Little Mermaid","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Little Mermaid","1","Various Artists - Little Mermaid","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Little Mermaid.pdf","1:1"
