Status,Match_Score,PDF_Artist,PDF_Book,PDF_Path,Folder_Artist,Folder_Book,Folder_Path,PDF_Exists,Folder_Exists
MATCHED,100.00%,_Movie and TV,John Williams - Greatest Hits,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Greatest Hits.pdf,_movie And Tv,John Williams - Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Greatest Hits,YES,YES
MATCHED,100.00%,_Movie and TV,John Williams - Star Wars Episode I - The Phantom Menace,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode I - The Phantom Menace.pdf,_movie And Tv,John Williams - Star Wars Episode I - The Phantom Menace,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode I - The Phantom Menace,YES,YES
MATCHED,100.00%,_Movie and TV,John Williams - Star Wars Episode II - Attack Of The Clones (lite),c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode II - Attack Of The Clones (lite).pdf,_movie And Tv,John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),YES,YES
MATCHED,99.47%,_Movie and TV,John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab).,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab)..pdf,_movie And Tv,John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),YES,YES
MATCHED,100.00%,_Movie and TV,John Williams - Star Wars Trilogy,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Trilogy.pdf,_movie And Tv,John Williams - Star Wars Trilogy,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Trilogy,YES,YES
MATCHED,100.00%,_Movie and TV,Star Wars Suite (John Williams - full Score - Hal Leonard),c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Star Wars Suite (John Williams - full Score - Hal Leonard).pdf,_movie And Tv,Star Wars Suite (john Williams - Full Score - Hal Leonard),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Star Wars Suite (john Williams - Full Score - Hal Leonard),YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Music From The Movies The Adventure Collection,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Adventure Collection.pdf,_movie And Tv,Various Artists - Music From The Movies The Adventure Collection,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Music From The Movies The Adventure Collection,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Music From The Movies The Animated Collection,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Animated Collection.pdf,_movie And Tv,Various Artists - Music From The Movies The Animated Collection,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Music From The Movies The Animated Collection,YES,YES
MATCHED,100.00%,_Movie and TV,Budget Books - Movie Songs,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Budget Books - Movie Songs.pdf,_movie And Tv,Budget Books - Movie Songs,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Budget Books - Movie Songs,YES,YES
MATCHED,100.00%,_Movie and TV,Randy Newman - Toy Story 2,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Randy Newman - Toy Story 2.pdf,_movie And Tv,Randy Newman - Toy Story 2,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Randy Newman - Toy Story 2,YES,YES
UNMATCHED_PDF,63.64%,_Movie and TV,The Wizard of Oz Script,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\The Wizard of Oz Script.pdf,_movie And Tv,Various Artists - The Big Book Of Movie Music,,YES,
MATCHED,100.00%,_Movie and TV,Theme from rocky and otther big hits,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Theme from rocky and otther big hits.pdf,_movie And Tv,Theme From Rocky And Otther Big Hits,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Theme From Rocky And Otther Big Hits,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - 100 of the best movie songs ever,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - 100 of the best movie songs ever.pdf,_movie And Tv,Various Artists - 100 Of The Best Movie Songs Ever,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - 100 Of The Best Movie Songs Ever,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Book Of Great TV Hits,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Book Of Great TV Hits.pdf,_movie And Tv,Various Artists - Book Of Great Tv Hits,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Book Of Great Tv Hits,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Box Office Themes Vol. 1,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Box Office Themes Vol. 1.pdf,_movie And Tv,Various Artists - Box Office Themes Vol. 1,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Box Office Themes Vol. 1,YES,YES
UNMATCHED_PDF,81.19%,_Movie and TV,Various Artists - Complete TV and Film,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Complete TV and Film.pdf,_movie And Tv,Various Artists - The Tv Fakebook,,YES,
MATCHED,100.00%,_Movie and TV,Various Artists - Decades of Film '70s,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '70s.pdf,_movie And Tv,Various Artists - Decades Of Film '70s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '70s,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Decades of Film '80s,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '80s.pdf,_movie And Tv,Various Artists - Decades Of Film '80s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '80s,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Decades of Film '90s,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '90s.pdf,_movie And Tv,Various Artists - Decades Of Film '90s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '90s,YES,YES
MATCHED,80.54%,_Movie and TV,Various Artists - Eddie and  the Cruisers,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Eddie and  the Cruisers.pdf,_movie And Tv,Various Artists - Eddie And The Cruisers,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Eddie And The Cruisers,YES,YES
MATCHED,83.20%,_Movie and TV,Various Artists - Film Book,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Book.pdf,_movie And Tv,Various Artists - Film Book,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Book,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Film Music for Solo Piano (2),c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music for Solo Piano (2).pdf,_movie And Tv,Various Artists - Film Music For Solo Piano (2),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Music For Solo Piano (2),YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Film Music For Solo Piano,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music For Solo Piano.pdf,_movie And Tv,Various Artists - Film Music For Solo Piano,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Music For Solo Piano,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Frozen - Let It Go (Movie Version),c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Frozen - Let It Go (Movie Version).pdf,_movie And Tv,Various Artists - Frozen - Let It Go (movie Version),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Frozen - Let It Go (movie Version),YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - High School Musical 1,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 1.pdf,_movie And Tv,Various Artists - High School Musical 1,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - High School Musical 1,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - High School Musical 2,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 2.pdf,_movie And Tv,Various Artists - High School Musical 2,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - High School Musical 2,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Little Mermaid,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Little Mermaid.pdf,_movie And Tv,Various Artists - Little Mermaid,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Little Mermaid,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Love Songs from the Movies,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Love Songs from the Movies.pdf,_movie And Tv,Various Artists - Love Songs From The Movies,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Love Songs From The Movies,YES,YES
MATCHED,88.75%,_Movie and TV,Various Artists - Movie Fakebook,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Fakebook.pdf,_movie And Tv,Various Artists - Movie Fakebook,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Fakebook,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Movie Love Songs [Book],c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Love Songs [Book].pdf,_movie And Tv,Various Artists - Movie Love Songs [book],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Love Songs [book],YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Movie Melodies - The Very Best Of Movie Songs,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,_movie And Tv,Various Artists - Movie Melodies - The Very Best Of Movie Songs,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Melodies - The Very Best Of Movie Songs,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Movie Songs Of The 90s Vol 2,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Songs Of The 90s Vol 2.pdf,_movie And Tv,Various Artists - Movie Songs Of The 90s Vol 2,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Songs Of The 90s Vol 2,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Piano Solos Film Music - The Costume Drama Collection,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf,_movie And Tv,Various Artists - Piano Solos Film Music - The Costume Drama Collection,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Piano Solos Film Music - The Costume Drama Collection,YES,YES
MATCHED,76.25%,_Movie and TV,Various Artists - Pirates Of The Caribbean At World's End,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Pirates Of The Caribbean At World's End.pdf,_movie And Tv,Various Artists - Pirates Of The Caribbean At World's End,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Pirates Of The Caribbean At World's End,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Shrek 1,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 1.pdf,_movie And Tv,Various Artists - Shrek 1,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Shrek 1,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Shrek 2,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 2.pdf,_movie And Tv,Various Artists - Shrek 2,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Shrek 2,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Shrek 3,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 3.pdf,_movie And Tv,Various Artists - Shrek 3,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Shrek 3,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - Complete Star Trek Theme Music,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Star Trek Theme Music.pdf,_movie And Tv,Various Artists - Star Trek - Complete Star Trek Theme Music,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Complete Star Trek Theme Music,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - Complete Theme Music (Piano Solo),c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Theme Music (Piano Solo).pdf,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Complete Theme Music (piano Solo),YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - Deep Space Nine,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Deep Space Nine.pdf,_movie And Tv,Various Artists - Star Trek - Deep Space Nine,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Deep Space Nine,YES,YES
MATCHED,92.60%,_Movie and TV,Various Artists - Star Trek - Enterprise,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Enterprise.pdf,_movie And Tv,Various Artists - Star Trek - Enterprise,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Enterprise,YES,YES
MATCHED,88.65%,_Movie and TV,Various Artists - Star Trek - First Contact,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - First Contact.pdf,_movie And Tv,Various Artists - Star Trek - First Contact,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - First Contact,YES,YES
MATCHED,92.68%,_Movie and TV,Various Artists - Star Trek - Generations,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Generations.pdf,_movie And Tv,Various Artists - Star Trek - Generations,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Generations,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - Insurrection,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Insurrection.pdf,_movie And Tv,Various Artists - Star Trek - Insurrection,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Insurrection,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - Star Trek  The Motion Picture,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek  The Motion Picture.pdf,_movie And Tv,Various Artists - Star Trek - Star Trek The Motion Picture,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Star Trek The Motion Picture,YES,YES
MATCHED,87.41%,_Movie and TV,Various Artists - Star Trek - Star Trek,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek.pdf,_movie And Tv,Various Artists - Star Trek - Star Trek,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Star Trek,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - The Final Frontier,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Final Frontier.pdf,_movie And Tv,Various Artists - Star Trek - The Final Frontier,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Final Frontier,YES,YES
MATCHED,87.73%,_Movie and TV,Various Artists - Star Trek - The Next Generation,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Next Generation.pdf,_movie And Tv,Various Artists - Star Trek - The Next Generation,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Next Generation,YES,YES
MATCHED,96.33%,_Movie and TV,Various Artists - Star Trek - The Search For Spock,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Search For Spock.pdf,_movie And Tv,Various Artists - Star Trek - The Search For Spock,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Search For Spock,YES,YES
MATCHED,100.00%,_Movie and TV,Various Artists - Star Trek - The Undiscovered Country,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Undiscovered Country.pdf,_movie And Tv,Various Artists - Star Trek - The Undiscovered Country,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Undiscovered Country,YES,YES
MATCHED,77.18%,_Movie and TV,Various Artists - Star Trek - The Voyage Home,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Voyage Home.pdf,_movie And Tv,Various Artists - Star Trek - The Voyage Home,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Voyage Home,YES,YES
MATCHED,80.00%,_Movie and TV,Various Artists - Star Trek - The Wrath of Khan,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Wrath of Khan.pdf,_movie And Tv,Various Artists - Star Trek - The Wrath Of Khan,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Wrath Of Khan,YES,YES
MATCHED,75.00%,_Movie and TV,Various Artists - Star Trek - Them from Search for Spock,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Them from Search for Spock.pdf,_movie And Tv,Various Artists - Star Trek - Them From Search For Spock,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Them From Search For Spock,YES,YES
MATCHED,,_Movie and TV,Various Artists - Star Trek - Voyager,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Voyager.pdf,_movie And Tv,Various Artists - Star Trek - Voyager,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Voyager,YES,YES
MATCHED,91.72%,_Movie and TV,Various Artists - Star Trek (Piano Solo),c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek (Piano Solo).pdf,_movie And Tv,Various Artists - Star Trek (piano Solo),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek (piano Solo),YES,YES
MATCHED,,_Movie and TV,Various Artists - The Big Book Of Movie Music,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The Big Book Of Movie Music.pdf,_movie And Tv,Various Artists - The Big Book Of Movie Music,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Big Book Of Movie Music,YES,YES
MATCHED,,_Movie and TV,Various Artists - The Simpsons - Simpsons Songbook,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The Simpsons - Simpsons Songbook.pdf,_movie And Tv,Various Artists - The Simpsons - Simpsons Songbook,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Simpsons - Simpsons Songbook,YES,YES
MATCHED,,_Movie and TV,Various Artists - The TV Fakebook,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The TV Fakebook.pdf,_movie And Tv,Various Artists - The Tv Fakebook,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Tv Fakebook,YES,YES
MATCHED,,_Movie and TV,Various Artists - Top Movie Hits,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Top Movie Hits.pdf,_movie And Tv,Various Artists - Top Movie Hits,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Top Movie Hits,YES,YES
MATCHED,,_Movie and TV,Various Artists - TV Detective - Themes For Solo Piano,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Detective - Themes For Solo Piano.pdf,_movie And Tv,Various Artists - Tv Detective - Themes For Solo Piano,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Tv Detective - Themes For Solo Piano,YES,YES
MATCHED,,_Movie and TV,Various Artists - TV Fakebook 2nd Ed,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Fakebook 2nd Ed.pdf,_movie And Tv,Various Artists - Tv Fakebook 2nd Ed,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Tv Fakebook 2nd Ed,YES,YES
MATCHED,,_Movie and TV,Various Artists - Ultimate TV Showstoppers,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Ultimate TV Showstoppers.pdf,_movie And Tv,Various Artists - Ultimate Tv Showstoppers,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Ultimate Tv Showstoppers,YES,YES
MATCHED,,_Movie and TV,Various Artists - Warner Bros 75th Anniversary,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Warner Bros 75th Anniversary.pdf,_movie And Tv,Various Artists - Warner Bros 75th Anniversary,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Warner Bros 75th Anniversary,YES,YES
MATCHED,,_Movie and TV,Various Artists - Wizard Of Oz [Book],c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Wizard Of Oz [Book].pdf,_movie And Tv,Various Artists - Wizard Of Oz [book],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Wizard Of Oz [book],YES,YES
MATCHED,86.96%,ACDC,ACDC - Anthology,c:\Work\AWSMusic\SheetMusic\ACDC\Books\ACDC - Anthology.pdf,Acdc,Anthology,c:\Work\AWSMusic\ProcessedSongs\Acdc\Anthology,YES,YES
MATCHED,64.00%,Adele,Adele - 19 [PVG Book],c:\Work\AWSMusic\SheetMusic\Adele\Books\Adele - 19 [PVG Book].pdf,Adele,19 [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Adele\19 [pvg Book],YES,YES
MATCHED,83.33%,Aerosmith,Aerosmith - Greatest Hits (Songbook),c:\Work\AWSMusic\SheetMusic\Aerosmith\Books\Aerosmith - Greatest Hits (Songbook).pdf,Aerosmith,Greatest Hits (songbook),c:\Work\AWSMusic\ProcessedSongs\Aerosmith\Greatest Hits (songbook),YES,YES
MATCHED,82.86%,Allman Brothers,Allman Brothers - Allman Brothers Band [PVG],c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Allman Brothers Band [PVG].pdf,Allman Brothers,Allman Brothers Band [pvg],c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Allman Brothers Band [pvg],YES,YES
MATCHED,71.76%,Allman Brothers,Allman Brothers - Band Best [Score],c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Band Best [Score].pdf,Allman Brothers,Band Best [score],c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Band Best [score],YES,YES
MATCHED,68.00%,Allman Brothers,Allman Brothers - Best Of [PVG],c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Best Of [PVG].pdf,Allman Brothers,Best Of [pvg],c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Best Of [pvg],YES,YES
MATCHED,78.18%,America,America - America [PVG Book],c:\Work\AWSMusic\SheetMusic\America\Books\America - America [PVG Book].pdf,America,America [pvg Book],c:\Work\AWSMusic\ProcessedSongs\America\America [pvg Book],YES,YES
MATCHED,100.00%,America,America - Greatest Hits [Book] ,c:\Work\AWSMusic\SheetMusic\America\Books\America - Greatest Hits [Book] .pdf,America,America - Greatest Hits [Book],c:\Work\AWSMusic\ProcessedSongs\America\America - Greatest Hits [Book],YES,YES
MATCHED,85.88%,America,America - Greatest Hits,c:\Work\AWSMusic\SheetMusic\America\Books\America - Greatest Hits.pdf,America,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\America\Greatest Hits,YES,YES
MATCHED,80.00%,Asia,Asia - Alpha [PVG Book],c:\Work\AWSMusic\SheetMusic\Asia\Books\Asia - Alpha [PVG Book].pdf,Asia,Alpha [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Asia\Alpha [pvg Book],YES,YES
MATCHED,83.85%,Avril Lavigne,Avril Lavigne - The Best Damn Thing [PVG Book],c:\Work\AWSMusic\SheetMusic\Avril Lavigne\Books\Avril Lavigne - The Best Damn Thing [PVG Book].pdf,Avril Lavigne,The Best Damn Thing [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Avril Lavigne\The Best Damn Thing [pvg Book],YES,YES
MATCHED,83.33%,Barry Manilow,Barry Manilow - Anthology,c:\Work\AWSMusic\SheetMusic\Barry Manilow\Books\Barry Manilow - Anthology.pdf,Barry Manilow,Anthology,c:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Anthology,YES,YES
MATCHED,56.67%,Barry Manilow,Barry Manilow - Barry Manilow [PVG Book],c:\Work\AWSMusic\SheetMusic\Barry Manilow\Books\Barry Manilow - Barry Manilow [PVG Book].pdf,Barry Manilow,Barry Manilow [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Barry Manilow [pvg Book],YES,YES
MATCHED,92.00%,Beatles,Beatles - 100 Hits for All Keyboards,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - 100 Hits for All Keyboards.pdf,Beatles,100 Hits For All Keyboards,c:\Work\AWSMusic\ProcessedSongs\Beatles\100 Hits For All Keyboards,YES,YES
MATCHED,93.68%,Beatles,Beatles - Abbey Road Guitar Recorded Version,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Abbey Road Guitar Recorded Version.pdf,Beatles,Abbey Road Guitar Recorded Version,c:\Work\AWSMusic\ProcessedSongs\Beatles\Abbey Road Guitar Recorded Version,YES,YES
MATCHED,82.86%,Beatles,Beatles - Abbey Road,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Abbey Road.pdf,Beatles,Abbey Road,c:\Work\AWSMusic\ProcessedSongs\Beatles\Abbey Road,YES,YES
MATCHED,89.57%,Beatles,Beatles - All Songs 1962-1974,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - All Songs 1962-1974.pdf,Beatles,All Songs 1962-1974,c:\Work\AWSMusic\ProcessedSongs\Beatles\All Songs 1962-1974,YES,YES
MATCHED,84.00%,Beatles,Beatles - Anthology 1 (113 pages),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 1 (113 pages).pdf,Beatles,Anthology 1 (113 Pages),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 1 (113 Pages),YES,YES
